Zone,Category,Offers,Price_m2_med,Price_m2_mean,Price_med,Price_mean,Rooms_med,Diff,Zone_Level,Year,Month,Week,Zone_Catg,Inputs,Outputs,Keep,Inputs_pct,Outputs_pct,Keep_pct,Price_Up,Price_Down,Price_Keep
Carabanchel,Fl65Ex1b,1,1586,1586,99900,99900,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl45Ex1bLfBj,1,2200,2200,99000,99000,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl35In1bLf,1,2105,2105,80000,80000,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl35In1bBj,1,2854,2854,99900,99900,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl25Ex1bBj,1,3312,3312,82800,82800,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Arganzuela,Fl35In1b,1,2632,2632,100000,100000,0.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Latina,Fl45Ex1b,1,2195,2195,90000,90000,3.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Latina,Fl45Ex2bBj,1,1680,1680,84000,84000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Tetuan,Fl25In1bLfBj,1,3103,3103,90000,90000,0.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl45In1bLf,1,2040,2040,89758,89758,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Tetuan,Fl25Ex1bBj,1,3315,3315,89500,89500,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
San Blas,Fl75Ex1b,1,1338,1338,95000,95000,3.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
San Blas,Fl45Ex2bBj,1,1800,1800,90000,90000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
San Blas,Fl45Ex1bLf,1,1860,1860,93000,93000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
San Blas,Fl35Ex1bLfBj,1,2781,2781,89000,89000,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Retiro,Fl35Ex1bLf,1,2611,2611,94000,94000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl95In2bBj,1,957,957,91907,91907,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl75In1b,1,1234,1234,95000,95000,3.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl75Ex1bLfBj,1,1042,1042,75000,75000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Arganzuela,Fl25In1b,1,3167,3167,95000,95000,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl55In1bLfBj,1,1545,1545,85000,85000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl55In1bLf,1,1923,1923,100000,100000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl55In1bBj,1,1648,1648,89000,89000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl45Ex1bLfBj,1,1913,1913,88000,88000,0.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Latina,Fl45In1bBj,1,1989,1989,89500,89500,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl35In1bLf,1,1947,1947,74000,74000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl35In1b,1,1975,1975,79000,79000,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl25In1b,1,2333,2333,70000,70000,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl25Ex1b,1,2160,2160,64800,64800,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Moncloa,Fl55Ex1bLfBj,1,1364,1364,75000,75000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Moncloa,Fl35Ex1b,1,2543,2543,89000,89000,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Latina,Fl75In1b,1,1250,1250,90000,90000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Latina,Fl75Ex1bLf,1,1236,1236,89000,89000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Latina,Fl65Ex1bLf,1,1572,1572,95900,95900,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Latina,Fl65Ex1bBj,1,1477,1477,96000,96000,3.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Latina,Fl55In2b,1,1593,1593,94000,94000,1.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Latina,Fl55Ex1bLf,1,1542,1542,91000,91000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Latina,Fl55Ex1b,1,1627,1627,96000,96000,2.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
Villaverde,Fl95Ex1b,1,990,990,97000,97000,3.00,0.00,district,2021,M01,W01,,,,,,,,0.00,0.00,1.00
San Cristobal,Fl65Ex1b,16,1333,1350,89950,88668,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl55Ex1b,12,1720,1681,91000,92661,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl55Ex1b,12,1348,1381,80920,81713,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Entrevias,Fl65Ex1b,10,1396,1383,94000,91975,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Amposta,Fl55Ex1b,8,1817,1738,95000,93724,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl45Ex1b,8,1832,1865,84500,85862,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl65Ex1b,7,1427,1377,95000,91342,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl65Ex1bLf,6,1334,1317,89950,89760,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl55Ex1bBj,6,1518,1506,86500,87500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl55Ex1b,5,1650,1662,95000,94300,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Entrevias,Fl75Ex1b,5,1306,1275,94000,95100,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ensanche de Vallecas - La Gavia,Fl45Ex1bLf,5,1920,1947,96000,95400,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Vista Alegre,Fl55Ex1b,5,1778,1752,96000,96600,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Amposta,Fl45Ex1b,5,1889,1864,89000,90600,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl55Ex1b,5,1498,1481,86000,86178,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl75In1b,5,1253,1258,95000,95800,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Rosales,Fl55Ex1b,5,1800,1732,95260,94252,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl75Ex1b,4,1150,1134,86250,84372,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Portazgo,Fl45Ex1bBj,4,1920,1808,96000,89374,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl45In1b,4,1743,1703,76750,77549,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl45Ex1bLf,4,2085,1927,93879,88689,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl55In1b,4,1388,1388,81250,81250,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Arcos,Fl55Ex1b,4,1664,1706,96000,95125,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Vista Alegre,Fl55In1b,4,1590,1591,88890,89197,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl45Ex1b,3,1760,1763,88000,81833,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl75Ex1b,3,1238,1209,99000,94833,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Berruguete,Fl25In1bBj,3,3145,3300,91200,92900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta del Angel,Fl35In1b,3,3078,3122,98500,98833,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras sureste,Fl55Ex1b,3,1652,1664,92500,94133,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl55Ex1b,3,1583,1614,95000,94000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Abrantes,Fl45Ex1b,3,2222,2224,99000,99333,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl45Ex1b,3,1900,1925,95000,95633,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl45Ex1bBj,3,1889,1903,85000,85666,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Angeles,Fl55Ex1b,3,1491,1486,85000,83300,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lavapies-Embajadores,Fl25In1b,3,3000,3181,89000,84500,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Hellin,Fl55Ex1b,3,1737,1754,99000,97666,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Hellin,Fl45Ex1b,3,2063,2008,99000,97666,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Entrevias,Fl55Ex1b,3,1550,1547,93000,92333,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
12 de Octubre-Orcasur,Fl45Ex1b,3,2143,2143,90000,90000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Bellas Vistas,Fl25In1bBj,3,3333,3644,98000,95333,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Amposta,Fl45Ex1bBj,3,2000,1997,94000,94300,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl65In1b,3,1258,1297,79275,83697,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl75Ex1b,3,1267,1275,95000,95666,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl55In1bLfBj,3,1667,1626,90000,88333,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl45Ex1b,2,1806,1806,85000,85000,1.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl35Ex1bBj,2,2508,2508,95250,95250,0.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl35Ex1b,2,2372,2372,82000,82000,1.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl45Ex1bBj,2,1745,1745,83500,83500,1.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Moscardo,Fl55Ex1b,2,1739,1739,92000,92000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lucero,Fl45In1b,2,2321,2321,97500,97500,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Rosales,Fl55Ex1bBj,2,1639,1639,91500,91500,1.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl45In1bBj,2,1952,1952,87850,87850,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Simancas,Fl45Ex1bLfBj,2,2189,2189,94175,94175,1.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Carmenes,Fl35Ex1bBj,2,1900,1900,76000,76000,0.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl35Ex1b,2,2418,2418,91750,91750,1.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl55Ex1bBj,2,1494,1494,80450,80450,2.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lavapies-Embajadores,Fl15In1b,2,5141,5141,97499,97499,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl55In1b,2,1749,1749,95250,95250,2.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Hellin,Fl45In1b,2,1990,1990,96500,96500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Entrevias,Fl85Ex2b,2,1113,1113,93520,93520,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl65Ex1b,2,1464,1464,93500,93500,2.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl65Ex1bLf,2,1482,1482,95337,95337,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Simancas,Fl55Ex1b,2,1841,1841,97500,97500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl55Ex1bBj,2,1497,1497,84500,84500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl55Ex1b,2,1650,1650,99000,99000,2.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl55In1bBj,2,1585,1585,88000,88000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl55Ex1bLf,2,1623,1623,97400,97400,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl65Ex1bBj,2,1370,1370,92500,92500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Zofio,Fl55In1b,2,1768,1768,99000,99000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Zofio,Fl55Ex1bBj,2,1562,1562,87500,87500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta Bonita,Fl55In1b,2,1670,1670,89500,89500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta Bonita,Fl55Ex1b,2,1763,1763,97000,97000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pueblo Nuevo,Fl35Ex1bBj,2,2840,2840,98000,98000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pradolongo,Fl55Ex1b,2,1661,1661,98000,98000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pradolongo,Fl35Ex1b,2,2791,2791,93450,93450,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Portazgo,Fl55Ex1b,2,1675,1675,95432,95432,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Portazgo,Fl45Ex1b,2,1762,1762,83500,83500,1.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pinar del Rey,Fl35Ex1bBj,2,2693,2693,99000,99000,0.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl55In1bLf,2,1271,1271,71095,71095,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras sureste,Fl25Ex1bBj,2,2410,2410,70000,70000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl65In1b,2,1285,1285,84000,84000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl65In1b,2,1522,1522,96500,96500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl55Ex1bLf,2,1680,1680,99950,99950,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Isidro,Fl35Ex1bBj,2,2046,2046,77500,77500,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl45Ex1b,2,1888,1888,93450,93450,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Almendrales,Fl35In1bBj,2,2188,2188,74000,74000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Buena Vista,Fl55Ex1bBj,2,1665,1665,92999,92999,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Campamento,Fl65Ex1bLfBj,2,1523,1523,99000,99000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Aluche,Fl65Ex1b,2,1345,1345,89950,89950,2.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl55Ex1bBj,2,1714,1714,94000,94000,2.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ambroz,Fl55Ex1b,2,1702,1702,99500,99500,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ambroz,Fl55In1b,2,1754,1754,100000,100000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Butarque,Fl65Ex1b,2,1347,1347,88250,88250,2.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Butarque,Fl55Ex1b,2,1660,1660,93000,93000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Buena Vista,Fl55In1b,2,1731,1731,90000,90000,1.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Berruguete,Fl25In1b,2,3442,3442,89500,89500,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl65Ex1b,2,1596,1596,98950,98950,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Almendrales,Fl55Ex1b,2,1702,1702,96000,96000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Abrantes,Fl45In1b,2,2103,2103,97445,97445,1.50,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ensanche de Vallecas - La Gavia,Fl55Ex1bLf,2,1765,1765,90000,90000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Buena Vista,Fl25In1bBj,2,3189,3189,82800,82800,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl25In1bBj,1,2496,2496,69900,69900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta del Angel,Fl55Ex1b,1,1627,1627,96000,96000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl65Ex1bBj,1,1327,1327,84900,84900,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ambroz,Fl45Ex1b,1,2089,2089,94000,94000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Aluche,Fl75In1b,1,1250,1250,90000,90000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Aluche,Fl75Ex1b,1,1320,1320,99000,99000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl75In1b,1,1128,1128,88000,88000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl25Ex1bBj,1,3545,3545,78000,78000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta del Angel,Fl45Ex2bBj,1,1680,1680,84000,84000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl35Ex1bBj,1,2368,2368,90000,90000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl35Ex1bLf,1,2250,2250,90000,90000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl35Ex1bLfBj,1,2622,2622,97000,97000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl35In1bLf,1,1947,1947,74000,74000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta del Angel,Fl45Ex1bLfBj,1,2111,2111,95000,95000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Aluche,Fl45In1bBj,1,1989,1989,89500,89500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Aluche,Fl45In1b,1,1989,1989,89500,89500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Almendrales,Fl55In1bBj,1,1904,1904,99000,99000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Almendrales,Fl55Ex1bBj,1,1514,1514,78750,78750,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ambroz,Fl55Ex1bBj,1,1509,1509,83000,83000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl45Ex1bLfBj,1,1771,1771,85000,85000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Berruguete,Fl35Ex1bBj,1,2970,2970,98000,98000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl65Ex1bLfBj,1,1397,1397,95000,95000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Berruguete,Fl55Ex1bBj,1,1466,1466,85000,85000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Berruguete,Fl25Ex1bBj,1,3315,3315,89500,89500,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl35In1b,1,2219,2219,71000,71000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl55In1b,1,1827,1827,95000,95000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Bellas Vistas,Fl35In1bBj,1,2829,2829,99000,99000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl55In1bLfBj,1,1158,1158,66000,66000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Bellas Vistas,Fl25In1bLfBj,1,3103,3103,90000,90000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Bellas Vistas,Fl25In1b,1,3030,3030,90900,90900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta del Angel,Fl65Ex1b,1,1143,1143,80000,80000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl45In1bLf,1,1891,1891,81300,81300,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Amposta,Fl75Ex1b,1,1338,1338,95000,95000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl65In1bBj,1,1331,1331,81200,81200,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Amposta,Fl55In1b,1,1564,1564,82900,82900,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl45In1bLf,1,2040,2040,89758,89758,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Amposta,Fl55Ex1bBj,1,1636,1636,90000,90000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Andres,Fl85Ex1b,1,1112,1112,99000,99000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl35Ex1bBj,1,2139,2139,81300,81300,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Cristobal,Fl45In1bBj,1,1891,1891,81300,81300,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Amposta,Fl45Ex2bBj,1,1800,1800,90000,90000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ensanche de Vallecas - La Gavia,Fl65Ex1bLf,1,1370,1370,95900,95900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Almendrales,Fl45In1b,1,2130,2130,98000,98000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Almendrales,Fl45Ex1bBj,1,2314,2314,99500,99500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Tres Olivos - Valverde,Fl35Ex1bBj,1,2143,2143,75000,75000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Tres Olivos - Valverde,Fl55Ex1bBj,1,1727,1727,95000,95000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Valdeacederas,Fl25In1bBj,1,4045,4045,89000,89000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Valdeacederas,Fl35Ex1bBj,1,2450,2450,98000,98000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Valdezarza,Fl35Ex1b,1,2543,2543,89000,89000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Valdezarza,Fl55Ex1bLfBj,1,1364,1364,75000,75000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ventas,Fl25Ex1bBj,1,3300,3300,99000,99000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ventas,Fl25In1bLfBj,1,2467,2467,74000,74000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Vista Alegre,Fl35Ex1bBj,1,2378,2378,88000,88000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Vista Alegre,Fl35In1bBj,1,2854,2854,99900,99900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Vista Alegre,Fl45Ex1b,1,2111,2111,95000,95000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Vista Alegre,Fl45Ex1bLfBj,1,2200,2200,99000,99000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Vista Alegre,Fl45In1bBj,1,2200,2200,99000,99000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Abrantes,Fl55In1b,1,1743,1743,88900,88900,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Abrantes,Fl55Ex1bBj,1,1408,1408,84500,84500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Vista Alegre,Fl65In1b,1,1202,1202,79358,79358,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Vista Alegre,Fl75Ex1b,1,1132,1132,84900,84900,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Vista Alegre,Fl85Ex1b,1,920,920,80000,80000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Zofio,Fl45Ex1b,1,2000,2000,100000,100000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Zofio,Fl45Ex1bBj,1,1605,1605,69000,69000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Abrantes,Fl55Ex1b,1,1744,1744,95900,95900,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Zofio,Fl55In1bBj,1,1464,1464,82000,82000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Zofio,Fl65Ex1bLfBj,1,1474,1474,89900,89900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Abrantes,Fl65Ex1bBj,1,1302,1302,82000,82000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Abrantes,Fl75Ex1b,1,1113,1113,79000,79000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Simancas,Fl45Ex1bLf,1,1860,1860,93000,93000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Isidro,Fl25In1bBj,1,2467,2467,74000,74000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta del Angel,Fl45Ex1b,1,2195,2195,90000,90000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
