Address,Bathrooms,Category,District,Externalreference,Floor,Floor_int,Has_Lift,Has_Parking,Id,Inputs,Is_Ext,Is_New,Keeps,Latitude,Longitude,Municipality,Neighborhood,Operation,Outputs,Price,Price_Diff,Price_Diff_pc,Price_Distr,Price_Down,Price_Keep,Price_Neighb,Price_Old,Price_Up,Price_m2,Price_m2_Distr,Price_m2_Distr_Diff_pc,Price_m2_Neighb,Price_m2_Neighb_Diff_pc,Province,Rooms,Size,Size_Interval,Status,Sub_Type,Subtitle,Title,Total,Type,Url,Fecha
barrio Hellin,1.00,Fl45In1b,San Blas,84826,0,alt,False,False,86155413,0,False,False,1,40.429582,-3.6192146,Madrid,Hellin,sale,0,94000.00,0,0.00,95000.00,0,1,99000.00,94000.00,0,1918.00,1827.00,5.00,1918.00,0.00,Madrid,2.00,49.00,"(40, 50]",good,flat,"Hellin, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/86155413/"", ""https://www.idealista.com/inmueble/86155413/"")",2021-01-18
barrio San Cristobal,1.00,Fl55In1b,Villaverde,VI-000-020-715-056,0,alt,False,False,89969873,0,False,False,1,40.3456033,-3.6914704,Madrid,San Cristobal,sale,0,88500.00,0,0.00,88750.00,0,1,84900.00,88500.00,0,1500.00,1428.00,5.00,1286.00,16.60,Madrid,3.00,59.00,"(50, 60]",good,flat,"San Cristobal, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89969873/"", ""https://www.idealista.com/inmueble/89969873/"")",2021-01-18
barrio San Diego,1.00,Fl55In1b,Puente de Vallecas,VI-000-030-686-811,0,alt,False,False,88519580,0,False,False,1,40.3898464,-3.6676576,Madrid,San Diego,sale,0,95500.00,0,0.00,90000.00,0,1,89700.00,95500.00,0,1802.00,1659.00,8.60,1716.00,5.00,Madrid,3.00,53.00,"(50, 60]",good,flat,"San Diego, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88519580/"", ""https://www.idealista.com/inmueble/88519580/"")",2021-01-18
barrio San Cristobal,1.00,Fl45In1bLf,Villaverde,3110013,0,alt,True,False,91666534,0,False,False,1,40.340988,-3.6914105,Madrid,San Cristobal,sale,0,81300.00,0,0.00,88750.00,0,1,84900.00,81300.00,0,1891.00,1428.00,32.40,1286.00,47.00,Madrid,1.00,43.00,"(40, 50]",good,flat,"San Cristobal, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91666534/"", ""https://www.idealista.com/inmueble/91666534/"")",2021-01-18
barrio San Andres,1.00,Fl65Ex1bBj,Villaverde,23063,bj,bj,False,False,89665350,0,True,False,1,40.3424628,-3.7147908,Madrid,San Andres,sale,0,88000.00,0,0.00,88750.00,0,1,89950.00,88000.00,0,1354.00,1428.00,-5.20,1458.00,-7.10,Madrid,2.00,65.00,"(60, 70]",good,flat,"San Andres, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89665350/"", ""https://www.idealista.com/inmueble/89665350/"")",2021-01-18
Travesia Plata,1.00,Fl65In1bBj,Villaverde,560000068,bj,bj,False,False,92420469,1,False,False,0,40.3494133,-3.7072897,Madrid,San Andres,sale,0,81200.00,0,0.00,88750.00,0,1,89950.00,0.00,0,1331.00,1428.00,-6.80,1458.00,-8.70,Madrid,2.00,61.00,"(60, 70]",good,flat,"San Andres, Madrid",Piso en Travesia Plata,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92420469/"", ""https://www.idealista.com/inmueble/92420469/"")",2021-01-18
Camino Leganes,1.00,Fl75Ex1b,Villaverde,F1DA5FAB,3,alt,False,False,92069540,0,True,False,1,40.3436858,-3.7104991,Madrid,San Andres,sale,0,94000.00,0,0.00,88750.00,0,1,89950.00,94000.00,0,1253.00,1428.00,-12.30,1458.00,-14.10,Madrid,3.00,75.00,"(70, 80]",good,flat,"San Andres, Madrid",Piso en Camino Leganes,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92069540/"", ""https://www.idealista.com/inmueble/92069540/"")",2021-01-18
Calle de la Alfalfa,1.00,Fl35Ex1bBj,Tetuan,alfalfabajo,bj,bj,False,False,91281390,0,True,False,1,40.4660458,-3.7035112,Madrid,Valdeacederas,sale,0,98000.00,0,0.00,91200.00,0,1,93500.00,98000.00,0,2450.00,3030.00,-19.10,3247.50,-24.60,Madrid,1.00,40.00,"(30, 40]",good,flat,"Valdeacederas, Madrid",Piso en Calle de la Alfalfa,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91281390/"", ""https://www.idealista.com/inmueble/91281390/"")",2021-01-18
Calle Hermandad,1.00,Fl45Ex1b,Carabanchel,0,en,alt,False,False,92357614,0,True,False,1,40.3824765,-3.7297001,Madrid,Abrantes,sale,0,99000.00,0,0.00,95000.00,0,1,95900.00,99000.00,0,2200.00,1778.00,23.70,1743.00,26.20,Madrid,1.00,45.00,"(40, 50]",good,flat,"Abrantes, Madrid",Piso en Calle Hermandad,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92357614/"", ""https://www.idealista.com/inmueble/92357614/"")",2021-01-18
"Calle Valldemosa, Madrid",1.00,Fl55Ex1bLfBj,Moncloa,vallrentaantigua,bj,bj,True,False,82596676,0,True,False,1,40.4648349,-3.7094503999999997,Madrid,Valdezarza,sale,0,75000.00,0,0.00,82000.00,0,1,82000.00,75000.00,0,1364.00,1953.50,-30.20,1953.50,-30.20,Madrid,2.00,55.00,"(50, 60]",good,flat,"Valdezarza, Madrid","Piso en Calle Valldemosa, Madrid",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/82596676/"", ""https://www.idealista.com/inmueble/82596676/"")",2021-01-18
"Calle Castillo de Oropesa, 17",1.00,Fl55Ex1b,San Blas,0,2,alt,False,False,87871175,0,True,False,1,40.428166,-3.6285697,Madrid,Simancas,sale,0,95000.00,0,0.00,95000.00,0,1,89900.00,95000.00,0,1759.00,1827.00,-3.70,2140.00,-17.80,Madrid,2.00,54.00,"(50, 60]",good,flat,"Simancas, Madrid","Piso en Calle Castillo de Oropesa, 17",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/87871175/"", ""https://www.idealista.com/inmueble/87871175/"")",2021-01-18
Calle del Doctor Sanchez,1.00,Fl55In1bBj,Puente de Vallecas,0,bj,bj,False,False,92112822,0,False,False,1,40.3807584,-3.6672464,Madrid,San Diego,sale,0,89000.00,0,0.00,90000.00,0,1,89700.00,89000.00,0,1648.00,1659.00,-0.70,1716.00,-4.00,Madrid,2.00,54.00,"(50, 60]",good,flat,"San Diego, Madrid",Piso en Calle del Doctor Sanchez,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92112822/"", ""https://www.idealista.com/inmueble/92112822/"")",2021-01-18
Calle Sierra Molina,1.00,Fl35Ex1bBj,Puente de Vallecas,0,bj,bj,False,False,92038309,0,True,False,1,40.3878512,-3.668581,Madrid,San Diego,sale,0,90000.00,0,0.00,90000.00,0,1,89700.00,90000.00,0,2368.00,1659.00,42.70,1716.00,38.00,Madrid,0.00,38.00,"(30, 40]",good,studio,"San Diego, Madrid",Estudio en Calle Sierra Molina,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92038309/"", ""https://www.idealista.com/inmueble/92038309/"")",2021-01-18
Calle de Lopez Grass,1.00,Fl45Ex1b,Puente de Vallecas,LopezGrass,1,alt,False,False,92457413,1,True,False,0,40.3933229,-3.6593337,Madrid,Numancia,sale,0,80000.00,0,0.00,90000.00,0,1,92500.00,0.00,0,1905.00,1659.00,14.80,1682.50,13.20,Madrid,1.00,42.00,"(40, 50]",good,flat,"Numancia, Madrid",Piso en Calle de Lopez Grass,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92457413/"", ""https://www.idealista.com/inmueble/92457413/"")",2021-01-18
Calle Juana Urosa,1.00,Fl45Ex1b,Carabanchel,Juana Urosa,2,alt,False,False,91689230,0,True,False,1,40.3827657,-3.7450256,Madrid,Vista Alegre,sale,0,95000.00,0,0.00,95000.00,0,1,95000.00,95000.00,0,2111.00,1778.00,18.70,1678.00,25.80,Madrid,2.00,45.00,"(40, 50]",good,flat,"Vista Alegre, Madrid",Piso en Calle Juana Urosa,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91689230/"", ""https://www.idealista.com/inmueble/91689230/"")",2021-01-18
"Calle de San Claudio, 35",1.00,Fl25Ex1bBj,Puente de Vallecas,Local SC,bj,bj,False,False,91871650,0,True,False,1,40.3902081,-3.6408807,Madrid,Palomeras sureste,sale,0,65000.00,0,0.00,90000.00,0,1,75000.00,65000.00,0,2321.00,1659.00,39.90,1919.00,20.90,Madrid,0.00,28.00,"(20, 30]",good,studio,"Palomeras sureste, Madrid","Estudio en Calle de San Claudio, 35",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91871650/"", ""https://www.idealista.com/inmueble/91871650/"")",2021-01-18
"cerro de la alcazaba, 48",1.00,Fl65Ex1b,Puente de Vallecas,CERRO DE LA ALCAZABA,3,alt,False,False,92127509,0,True,False,1,40.3828032,-3.6731285,Madrid,Entrevias,sale,0,94000.00,0,0.00,90000.00,0,1,94000.00,94000.00,0,1424.00,1659.00,-14.20,1424.00,0.00,Madrid,3.00,66.00,"(60, 70]",good,flat,"Entrevias, Madrid","Piso en cerro de la alcazaba, 48",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92127509/"", ""https://www.idealista.com/inmueble/92127509/"")",2021-01-18
Calle de San Dalmacio,1.00,Fl55In1bLfBj,Villaverde,7270155,bj,bj,True,False,92246024,0,False,False,1,40.3375525,-3.698855,Madrid,San Andres,sale,0,66000.00,0,0.00,88750.00,0,1,89950.00,66000.00,0,1158.00,1428.00,-18.90,1458.00,-20.60,Madrid,3.00,57.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso en Calle de San Dalmacio,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92246024/"", ""https://www.idealista.com/inmueble/92246024/"")",2021-01-18
Ramon Sainz,1.00,Fl35Ex1bBj,Carabanchel,RSainz23bjo2,bj,bj,False,False,90665968,0,True,False,1,40.3881702,-3.7386737,Madrid,Vista Alegre,sale,0,88000.00,0,0.00,95000.00,0,1,95000.00,88000.00,0,2378.00,1778.00,33.70,1678.00,41.70,Madrid,1.00,37.00,"(30, 40]",good,flat,"Vista Alegre, Madrid",Piso en Ramon Sainz,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90665968/"", ""https://www.idealista.com/inmueble/90665968/"")",2021-01-18
Calle del Puerto de la Morcuera,1.00,Fl55Ex1b,Puente de Vallecas,TRV1683,3,alt,False,False,88605524,0,True,False,1,40.3848668,-3.6677239,Madrid,San Diego,sale,0,86000.00,0,0.00,90000.00,0,1,89700.00,86000.00,0,1536.00,1659.00,-7.40,1716.00,-10.50,Madrid,2.00,56.00,"(50, 60]",good,flat,"San Diego, Madrid",Piso en Calle del Puerto de la Morcuera,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88605524/"", ""https://www.idealista.com/inmueble/88605524/"")",2021-01-18
Calle Litos,1.00,Fl55Ex1bBj,Villaverde,0,bj,bj,False,False,92102452,0,True,False,1,40.3503969,-3.6999069,Madrid,Los Angeles,sale,0,99840.00,0,0.00,88750.00,0,1,92420.00,99840.00,0,1664.00,1428.00,16.50,1577.50,5.50,Madrid,3.00,60.00,"(50, 60]",good,flat,"Los Angeles, Madrid",Piso en Calle Litos,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92102452/"", ""https://www.idealista.com/inmueble/92102452/"")",2021-01-18
Calle del Puerto de Porzuna,1.00,Fl55Ex1b,Villa de Vallecas,PORZUNA 95K,2,alt,False,False,92357916,0,True,False,1,40.3733362,-3.623552,Madrid,Casco Historico de Vallecas,sale,0,95000.00,0,0.00,97000.00,0,1,97500.00,95000.00,0,1583.00,1850.00,-14.40,1881.50,-15.90,Madrid,2.00,60.00,"(50, 60]",good,flat,"Casco Historico de Vallecas, Madrid",Piso en Calle del Puerto de Porzuna,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92357916/"", ""https://www.idealista.com/inmueble/92357916/"")",2021-01-18
barrio Lucero,1.00,Fl45In1b,Latina,VI-000-020-717-345,0,alt,False,False,86240118,0,False,False,1,40.4043587,-3.7473018,Madrid,Lucero,sale,0,97500.00,0,0.00,95000.00,0,1,96750.00,97500.00,0,2321.00,1907.00,21.70,2321.00,0.00,Madrid,1.00,42.00,"(40, 50]",good,flat,"Lucero, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/86240118/"", ""https://www.idealista.com/inmueble/86240118/"")",2021-01-18
Calle de Cebreros,1.00,Fl45Ex1bBj,Latina,FHOG-1193,bj,bj,False,False,91497866,0,True,False,1,40.4066587,-3.7470018,Madrid,Lucero,sale,0,97500.00,0,0.00,95000.00,0,1,96750.00,97500.00,0,2321.00,1907.00,21.70,2321.00,0.00,Madrid,1.00,42.00,"(40, 50]",good,flat,"Lucero, Madrid",Piso en Calle de Cebreros,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91497866/"", ""https://www.idealista.com/inmueble/91497866/"")",2021-01-18
barrio San Diego,1.00,Fl45Ex1b,Puente de Vallecas,553,2,alt,False,False,92185229,0,True,False,1,40.393437,-3.6634047,Madrid,San Diego,sale,0,99900.00,0,0.00,90000.00,0,1,89700.00,99900.00,0,1998.00,1659.00,20.40,1716.00,16.40,Madrid,2.00,50.00,"(40, 50]",good,flat,"San Diego, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92185229/"", ""https://www.idealista.com/inmueble/92185229/"")",2021-01-18
Calle Enrique Fuentes,1.00,Fl45In1b,Usera,560004402,0,alt,False,False,92434148,1,False,False,0,40.3853196,-3.7127924,Madrid,Moscardo,sale,0,85000.00,0,0.00,90000.00,0,1,89900.00,0.00,0,1889.00,1768.00,6.80,1889.00,0.00,Madrid,1.00,45.00,"(40, 50]",good,flat,"Moscardo, Madrid",Piso en Calle Enrique Fuentes,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92434148/"", ""https://www.idealista.com/inmueble/92434148/"")",2021-01-18
Calle Sanz Raso,1.00,Fl65In1b,Puente de Vallecas,560000172,0,alt,False,False,92161449,0,False,False,1,40.392768,-3.6577602000000002,Madrid,Numancia,sale,0,93000.00,0,0.00,90000.00,0,1,92500.00,93000.00,0,1431.00,1659.00,-13.70,1682.50,-14.90,Madrid,1.00,65.00,"(60, 70]",good,flat,"Numancia, Madrid",Piso en Calle Sanz Raso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92161449/"", ""https://www.idealista.com/inmueble/92161449/"")",2021-01-18
Calle del Corral de Cantos,1.00,Fl55Ex1b,Puente de Vallecas,3454-03095,2,alt,False,False,91181961,0,True,False,1,40.3898884,-3.6688134999999997,Madrid,San Diego,sale,0,89700.00,0,0.00,90000.00,0,1,89700.00,89700.00,0,1725.00,1659.00,4.00,1716.00,0.50,Madrid,2.00,52.00,"(50, 60]",good,flat,"San Diego, Madrid",Piso en Calle del Corral de Cantos,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91181961/"", ""https://www.idealista.com/inmueble/91181961/"")",2021-01-18
Calle Alfredo Aleix,1.00,Fl55In1b,Carabanchel,540021895,0,alt,False,False,91346494,0,False,False,1,40.3676776,-3.7564679,Madrid,Buena Vista,sale,0,90000.00,0,0.00,95000.00,0,1,90000.00,90000.00,0,1731.00,1778.00,-2.60,1900.00,-8.90,Madrid,1.00,52.00,"(50, 60]",good,flat,"Buena Vista, Madrid",Piso en Calle Alfredo Aleix,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91346494/"", ""https://www.idealista.com/inmueble/91346494/"")",2021-01-18
Calle Moncada,1.00,Fl55In1b,Villaverde,540024483,0,alt,False,False,92416997,1,False,False,0,40.3376463,-3.6939518,Madrid,San Cristobal,sale,0,95000.00,0,0.00,88750.00,0,1,84900.00,0.00,0,1696.00,1428.00,18.80,1286.00,31.90,Madrid,2.00,56.00,"(50, 60]",good,flat,"San Cristobal, Madrid",Piso en Calle Moncada,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92416997/"", ""https://www.idealista.com/inmueble/92416997/"")",2021-01-18
Calle Cerro de la Alcazaba,1.00,Fl65In1b,Puente de Vallecas,560000171,0,alt,False,False,92420446,1,False,False,0,40.3833032,-3.6736285,Madrid,Entrevias,sale,0,94000.00,0,0.00,90000.00,0,1,94000.00,0.00,0,1446.00,1659.00,-12.80,1424.00,1.50,Madrid,2.00,65.00,"(60, 70]",good,flat,"Entrevias, Madrid",Piso en Calle Cerro de la Alcazaba,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92420446/"", ""https://www.idealista.com/inmueble/92420446/"")",2021-01-18
Calle de Gonzalo de Cordoba,1.00,Fl15In1b,Chamberi,7261278,st,alt,False,False,92420856,1,False,False,0,40.4312819,-3.7031389,Madrid,Trafalgar,sale,0,90500.00,0,0.00,90500.00,0,1,90500.00,0.00,0,4525.00,4525.00,0.00,4525.00,0.00,Madrid,0.00,20.00,"(10, 20]",good,studio,"Trafalgar, Madrid",Estudio en Calle de Gonzalo de Cordoba,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92420856/"", ""https://www.idealista.com/inmueble/92420856/"")",2021-01-18
Calle de la Sierra Madera,1.00,Fl55In1b,Puente de Vallecas,560000169,0,alt,False,False,92419301,1,False,False,0,40.3894451,-3.6692307,Madrid,San Diego,sale,0,90000.00,0,0.00,90000.00,0,1,89700.00,0.00,0,1667.00,1659.00,0.50,1716.00,-2.90,Madrid,1.00,54.00,"(50, 60]",good,flat,"San Diego, Madrid",Piso en Calle de la Sierra Madera,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92419301/"", ""https://www.idealista.com/inmueble/92419301/"")",2021-01-18
barrio San Andres,1.00,Fl65Ex1b,Villaverde,AB122,1,alt,False,False,92106185,0,True,False,1,40.3426695,-3.7096062,Madrid,San Andres,sale,0,99000.00,0,0.00,88750.00,0,1,89950.00,99000.00,0,1523.00,1428.00,6.70,1458.00,4.50,Madrid,2.00,65.00,"(60, 70]",good,flat,"San Andres, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92106185/"", ""https://www.idealista.com/inmueble/92106185/"")",2021-01-18
Calle Ferroviarios,1.00,Fl35In1bBj,Usera,0,bj,bj,False,False,91613723,0,False,False,1,40.3851027,-3.7055607,Madrid,Almendrales,sale,0,63000.00,0,0.00,90000.00,0,1,89000.00,63000.00,0,1800.00,1768.00,1.80,1852.00,-2.80,Madrid,1.00,35.00,"(30, 40]",good,flat,"Almendrales, Madrid",Piso en Calle Ferroviarios,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91613723/"", ""https://www.idealista.com/inmueble/91613723/"")",2021-01-18
barrio Buena Vista,1.00,Fl25In1bBj,Carabanchel,46705630,bj,bj,False,False,91049938,0,False,False,1,40.3752716,-3.7494728999999998,Madrid,Buena Vista,sale,0,82800.00,0,0.00,95000.00,0,1,90000.00,82800.00,0,3312.00,1778.00,86.30,1900.00,74.30,Madrid,1.00,25.00,"(20, 30]",good,flat,"Buena Vista, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91049938/"", ""https://www.idealista.com/inmueble/91049938/"")",2021-01-18
"Calle Sierra Molina, 12",1.00,Fl35Ex1bLf,Puente de Vallecas,VRD0102,en,alt,True,False,91928562,0,True,False,1,40.3883512,-3.667481,Madrid,San Diego,sale,0,90000.00,0,0.00,90000.00,0,1,89700.00,90000.00,0,2250.00,1659.00,35.60,1716.00,31.10,Madrid,1.00,40.00,"(30, 40]",good,flat,"San Diego, Madrid","Piso en Calle Sierra Molina, 12",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91928562/"", ""https://www.idealista.com/inmueble/91928562/"")",2021-01-18
Calle Juan Anton,1.00,Fl35In1b,Latina,0,2,alt,False,False,91885345,0,False,False,1,40.4084972,-3.7353629,Madrid,Puerta del Angel,sale,0,98000.00,0,0.00,95000.00,0,1,95500.00,98000.00,0,3063.00,1907.00,60.60,2187.00,40.10,Madrid,2.00,32.00,"(30, 40]",good,flat,"Puerta del Angel, Madrid",Piso en Calle Juan Anton,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91885345/"", ""https://www.idealista.com/inmueble/91885345/"")",2021-01-18
"CERRO DE ALCAZABA, 48",1.00,Fl65Ex1b,Puente de Vallecas,0,3,alt,False,False,91582514,0,True,False,1,40.3828032,-3.6731285,Madrid,Entrevias,sale,0,94000.00,0,0.00,90000.00,0,1,94000.00,94000.00,0,1403.00,1659.00,-15.40,1424.00,-1.50,Madrid,2.00,67.00,"(60, 70]",good,flat,"Entrevias, Madrid","Piso en CERRO DE ALCAZABA, 48",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91582514/"", ""https://www.idealista.com/inmueble/91582514/"")",2021-01-18
Calle de Godella,1.00,Fl55Ex1b,Villaverde,196,1,alt,False,False,91740047,0,True,False,1,40.3414995,-3.6903637,Madrid,San Cristobal,sale,0,85000.00,0,0.00,88750.00,0,1,84900.00,85000.00,0,1545.00,1428.00,8.20,1286.00,20.10,Madrid,3.00,55.00,"(50, 60]",good,flat,"San Cristobal, Madrid",Piso en Calle de Godella,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91740047/"", ""https://www.idealista.com/inmueble/91740047/"")",2021-01-18
barrio San Cristobal,1.00,Fl55In1b,Villaverde,VI-000-030-686-857,5,alt,False,False,91247162,0,False,False,1,40.3455038,-3.6909406000000002,Madrid,San Cristobal,sale,0,74000.00,0,0.00,88750.00,0,1,84900.00,74000.00,0,1276.00,1428.00,-10.60,1286.00,-0.80,Madrid,3.00,58.00,"(50, 60]",good,flat,"San Cristobal, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91247162/"", ""https://www.idealista.com/inmueble/91247162/"")",2021-01-18
Calle del Doctor Bellido,1.00,Fl45In1b,Puente de Vallecas,0,3,alt,False,False,91837410,0,False,False,1,40.3851349,-3.6693309,Madrid,San Diego,sale,0,80000.00,0,0.00,90000.00,0,1,89700.00,80000.00,0,1778.00,1659.00,7.20,1716.00,3.60,Madrid,2.00,45.00,"(40, 50]",good,flat,"San Diego, Madrid",Piso en Calle del Doctor Bellido,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91837410/"", ""https://www.idealista.com/inmueble/91837410/"")",2021-01-18
Calle de la Imagen,1.00,Fl55Ex1b,Puente de Vallecas,0,1,alt,False,False,91897955,0,True,False,1,40.3820184,-3.6682601999999997,Madrid,San Diego,sale,0,99840.00,0,0.00,90000.00,0,1,89700.00,99840.00,0,1752.00,1659.00,5.60,1716.00,2.10,Madrid,2.00,57.00,"(50, 60]",good,flat,"San Diego, Madrid",Piso en Calle de la Imagen,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91897955/"", ""https://www.idealista.com/inmueble/91897955/"")",2021-01-18
Calle Yuste,1.00,Fl75Ex1b,Puente de Vallecas,0,1,alt,False,False,91461523,0,True,False,1,40.37502,-3.66653,Madrid,Entrevias,sale,0,89000.00,0,0.00,90000.00,0,1,94000.00,89000.00,0,1203.00,1659.00,-27.50,1424.00,-15.50,Madrid,3.00,74.00,"(70, 80]",good,flat,"Entrevias, Madrid",Piso en Calle Yuste,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91461523/"", ""https://www.idealista.com/inmueble/91461523/"")",2021-01-18
Calle Juan Portas,2.00,Fl95In2bBj,Puente de Vallecas,5933015,bj,bj,False,False,92003533,0,False,False,1,40.3907813,-3.6609312,Madrid,Palomeras Bajas,sale,0,91907.00,0,0.00,90000.00,0,1,89000.00,91907.00,0,957.00,1659.00,-42.30,1583.00,-39.50,Madrid,1.00,96.00,"(90, 100]",good,flat,"Palomeras Bajas, Madrid",Piso en Calle Juan Portas,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92003533/"", ""https://www.idealista.com/inmueble/92003533/"")",2021-01-18
Calle de Carabelos,1.00,Fl65In1b,Usera,560000441,0,alt,False,False,92416871,1,False,False,0,40.3763472,-3.6904705,Madrid,San Fermin,sale,0,95000.00,0,0.00,90000.00,0,1,92450.00,0.00,0,1508.00,1768.00,-14.70,1602.00,-5.90,Madrid,3.00,63.00,"(60, 70]",good,flat,"San Fermin, Madrid",Piso en Calle de Carabelos,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92416871/"", ""https://www.idealista.com/inmueble/92416871/"")",2021-01-18
Calle Alborea,1.00,Fl55Ex1b,Carabanchel,0,3,alt,False,False,88850616,0,True,False,1,40.3752901,-3.7387300999999997,Madrid,Puerta Bonita,sale,0,98000.00,0,0.00,95000.00,0,1,96000.00,98000.00,0,1782.00,1778.00,0.20,1782.00,0.00,Madrid,3.00,55.00,"(50, 60]",good,flat,"Puerta Bonita, Madrid",Piso en Calle Alborea,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88850616/"", ""https://www.idealista.com/inmueble/88850616/"")",2021-01-18
Calle Encarnacion Oviol,1.00,Fl55Ex1bBj,Villaverde,0,bj,bj,False,False,92150611,0,True,False,1,40.3497003,-3.6899493,Madrid,Los Rosales,sale,0,94000.00,0,0.00,88750.00,0,1,90750.00,94000.00,0,1567.00,1428.00,9.70,1565.50,0.10,Madrid,2.00,60.00,"(50, 60]",good,flat,"Los Rosales, Madrid",Piso en Calle Encarnacion Oviol,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92150611/"", ""https://www.idealista.com/inmueble/92150611/"")",2021-01-18
barrio Palomeras Bajas,1.00,Fl35In1bBj,Puente de Vallecas,ALQ30,bj,bj,False,False,92158637,0,False,False,1,40.3891099,-3.661466,Madrid,Palomeras Bajas,sale,0,99000.00,0,0.00,90000.00,0,1,89000.00,99000.00,0,3000.00,1659.00,80.80,1583.00,89.50,Madrid,0.00,33.00,"(30, 40]",good,studio,"Palomeras Bajas, Madrid",Estudio,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92158637/"", ""https://www.idealista.com/inmueble/92158637/"")",2021-01-18
