Address,Bathrooms,Category,District,Externalreference,Floor,Floor_int,Has_Lift,Has_Parking,Id,Inputs,Is_Ext,Is_New,Keeps,Latitude,Longitude,Municipality,Neighborhood,Operation,Outputs,Price,Price_Diff,Price_Diff_pc,Price_Distr,Price_Down,Price_Keep,Price_Neighb,Price_Old,Price_Up,Price_m2,Price_m2_Distr,Price_m2_Distr_Diff_pc,Price_m2_Neighb,Price_m2_Neighb_Diff_pc,Province,Rooms,Size,Size_Interval,Status,Sub_Type,Subtitle,Title,Total,Type,Url,Fecha
Calle Belianes,1.00,Fl35In1bBj,Hortaleza,KIRE-0379,bj,bj,False,False,88753438,0,False,False,1,40.47209,-3.6436344,Madrid,Pinar del Rey,sale,0,94000.00,0,0.00,96000.00,0,1,96000.00,94000.00,0,2474.00,2693.00,-8.10,2693.00,-8.10,Madrid,1.00,38.00,"(30, 40]",good,flat,"Pinar del Rey, Madrid",Piso en Calle Belianes,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88753438/"", ""https://www.idealista.com/inmueble/88753438/"")",2021-01-18
"Ronda del Sur, 119",1.00,Fl65Ex1b,Puente de Vallecas,0,1,alt,False,False,90660831,0,True,False,1,40.3787621,-3.6787675,Madrid,Entrevias,sale,0,87500.00,0,0.00,90000.00,0,1,94000.00,87500.00,0,1326.00,1659.00,-20.10,1424.00,-6.90,Madrid,3.00,66.00,"(60, 70]",good,flat,"Entrevias, Madrid","Piso en Ronda del Sur, 119",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90660831/"", ""https://www.idealista.com/inmueble/90660831/"")",2021-01-18
Avenida de la Albufera,1.00,Fl35Ex1bBj,Puente de Vallecas,ALBCCOMERCIAL,bj,bj,False,False,92009223,0,True,False,1,40.39345,-3.6541888,Madrid,Numancia,sale,0,99000.00,0,0.00,90000.00,0,1,92500.00,99000.00,0,2475.00,1659.00,49.20,1682.50,47.10,Madrid,1.00,40.00,"(30, 40]",good,flat,"Numancia, Madrid",Piso en Avenida de la Albufera,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92009223/"", ""https://www.idealista.com/inmueble/92009223/"")",2021-01-18
Calle de Peñas Largas,1.00,Fl65In1bBj,Villa de Vallecas,Pablo carreras,bj,bj,False,False,92295470,0,False,False,1,40.373254,-3.6222282999999997,Madrid,Casco Historico de Vallecas,sale,0,99900.00,0,0.00,97000.00,0,1,97500.00,99900.00,0,1491.00,1850.00,-19.40,1881.50,-20.80,Madrid,2.00,67.00,"(60, 70]",good,flat,"Casco Historico de Vallecas, Madrid",Piso en Calle de Peñas Largas,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92295470/"", ""https://www.idealista.com/inmueble/92295470/"")",2021-01-18
Calle Calasparra,1.00,Fl35Ex1bBj,Hortaleza,0,bj,bj,False,False,91541816,0,True,False,1,40.4723373,-3.6548648,Madrid,Pinar del Rey,sale,0,99000.00,0,0.00,96000.00,0,1,96000.00,99000.00,0,2912.00,2693.00,8.10,2693.00,8.10,Madrid,1.00,34.00,"(30, 40]",good,flat,"Pinar del Rey, Madrid",Piso en Calle Calasparra,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91541816/"", ""https://www.idealista.com/inmueble/91541816/"")",2021-01-18
Calle de Alcala de Guadaira,1.00,Fl55Ex1b,Puente de Vallecas,0,4,alt,False,False,92362453,1,True,False,0,40.3875614,-3.6577318,Madrid,Palomeras Bajas,sale,0,89000.00,0,0.00,90000.00,0,1,89000.00,0.00,0,1712.00,1659.00,3.20,1583.00,8.10,Madrid,2.00,52.00,"(50, 60]",good,flat,"Palomeras Bajas, Madrid",Piso en Calle de Alcala de Guadaira,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92362453/"", ""https://www.idealista.com/inmueble/92362453/"")",2021-01-18
"Calle Jose Montalvo, 21",1.00,Fl55In1b,Carabanchel,114995K,1,alt,False,False,92362366,0,False,False,1,40.3976796,-3.7325803,Madrid,San Isidro,sale,0,88000.00,0,0.00,95000.00,0,1,90000.00,88000.00,0,1725.00,1778.00,-3.00,2052.50,-16.00,Madrid,2.00,51.00,"(50, 60]",good,flat,"San Isidro, Madrid","Piso en Calle Jose Montalvo, 21",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92362366/"", ""https://www.idealista.com/inmueble/92362366/"")",2021-01-18
Calle Aspariegos,1.00,Fl55Ex1b,San Blas,VMF12 - Calle Aspariegos,1,alt,False,False,89927111,0,True,False,1,40.4253377,-3.6184437,Madrid,Arcos,sale,0,95000.00,0,0.00,95000.00,0,1,96000.00,95000.00,0,1583.00,1827.00,-13.40,1664.50,-4.90,Madrid,3.00,60.00,"(50, 60]",good,flat,"Arcos, Madrid",Piso en Calle Aspariegos,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89927111/"", ""https://www.idealista.com/inmueble/89927111/"")",2021-01-18
Calle Cardeñosa,1.00,Fl55Ex1b,Puente de Vallecas,0,3,alt,False,False,91751941,1,True,False,0,40.3828746,-3.6725838,Madrid,Entrevias,sale,0,85000.00,0,0.00,90000.00,0,1,94000.00,0.00,0,1574.00,1659.00,-5.10,1424.00,10.50,Madrid,2.00,54.00,"(50, 60]",good,flat,"Entrevias, Madrid",Piso en Calle Cardeñosa,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91751941/"", ""https://www.idealista.com/inmueble/91751941/"")",2021-01-18
Calle Joyeria s/n,1.00,Fl45Ex1b,San Blas,0,1,alt,False,False,88789523,1,True,False,0,40.4245921,-3.6239635999999997,Madrid,Amposta,sale,0,77000.00,0,0.00,95000.00,0,1,90000.00,0.00,0,1540.00,1827.00,-15.70,1800.00,-14.40,Madrid,1.00,50.00,"(40, 50]",good,flat,"Amposta, Madrid",Piso en Calle Joyeria s/n,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88789523/"", ""https://www.idealista.com/inmueble/88789523/"")",2021-01-18
Calle de Carabelos s/n,1.00,Fl55Ex1b,Usera,CBG321,0,alt,False,False,92140852,0,True,False,1,40.3757416,-3.6907707,Madrid,San Fermin,sale,0,89900.00,0,0.00,90000.00,0,1,92450.00,89900.00,0,1696.00,1768.00,-4.10,1602.00,5.90,Madrid,2.00,53.00,"(50, 60]",good,flat,"San Fermin, Madrid",Piso en Calle de Carabelos s/n,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92140852/"", ""https://www.idealista.com/inmueble/92140852/"")",2021-01-18
Calle de Ramon Lujan,1.00,Fl55Ex1b,Usera,0,4,alt,False,False,91116656,0,True,False,1,40.3805253,-3.7046234,Madrid,Almendrales,sale,0,93000.00,0,0.00,90000.00,0,1,89000.00,93000.00,0,1755.00,1768.00,-0.70,1852.00,-5.20,Madrid,2.00,53.00,"(50, 60]",good,flat,"Almendrales, Madrid",Piso en Calle de Ramon Lujan,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91116656/"", ""https://www.idealista.com/inmueble/91116656/"")",2021-01-18
Calle Fuente de la Capona,1.00,Fl55Ex1b,Villaverde,INM-38,2,alt,False,False,91728866,0,True,False,1,40.3544466,-3.6868097,Madrid,Los Rosales,sale,0,86000.00,0,0.00,88750.00,0,1,90750.00,86000.00,0,1564.00,1428.00,9.50,1565.50,-0.10,Madrid,2.00,55.00,"(50, 60]",good,flat,"Los Rosales, Madrid",Piso en Calle Fuente de la Capona,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91728866/"", ""https://www.idealista.com/inmueble/91728866/"")",2021-01-18
Calle de Torremolinos,1.00,Fl25Ex1bBj,Puente de Vallecas,001/003/004589,bj,bj,False,False,88596796,0,True,False,1,40.3863528,-3.6423736,Madrid,Palomeras sureste,sale,0,75000.00,0,0.00,90000.00,0,1,75000.00,75000.00,0,2500.00,1659.00,50.70,1919.00,30.30,Madrid,0.00,30.00,"(20, 30]",good,studio,"Palomeras sureste, Madrid",Estudio en Calle de Torremolinos,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88596796/"", ""https://www.idealista.com/inmueble/88596796/"")",2021-01-18
Nueva Numancia,1.00,Fl45In1bBj,Puente de Vallecas,0,bj,bj,False,False,91481826,0,False,False,1,40.3968192,-3.6632284999999998,Madrid,Numancia,sale,0,99000.00,0,0.00,90000.00,0,1,92500.00,99000.00,0,2152.00,1659.00,29.70,1682.50,27.90,Madrid,2.00,46.00,"(40, 50]",good,flat,"Numancia, Madrid",Piso en Nueva Numancia,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91481826/"", ""https://www.idealista.com/inmueble/91481826/"")",2021-01-18
barrio Pinar del Rey,1.00,Fl25Ex1bBj,Hortaleza,M1316,bj,bj,False,False,92026633,0,True,False,1,40.4712761,-3.6390715,Madrid,Pinar del Rey,sale,0,98000.00,0,0.00,96000.00,0,1,96000.00,98000.00,0,3267.00,2693.00,21.30,2693.00,21.30,Madrid,0.00,30.00,"(20, 30]",good,studio,"Pinar del Rey, Madrid",Estudio,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92026633/"", ""https://www.idealista.com/inmueble/92026633/"")",2021-01-18
Camino Leganes,1.00,Fl65Ex1b,Villaverde,0,2,alt,False,False,92238786,0,True,False,1,40.3423138,-3.7127962,Madrid,San Andres,sale,0,99000.00,0,0.00,88750.00,0,1,89950.00,99000.00,0,1523.00,1428.00,6.70,1458.00,4.50,Madrid,3.00,65.00,"(60, 70]",good,flat,"San Andres, Madrid",Piso en Camino Leganes,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92238786/"", ""https://www.idealista.com/inmueble/92238786/"")",2021-01-18
"ENRIQUE FUENTES, 17",1.00,Fl55Ex1b,Usera,ENRIQUE FUENTES,4,alt,False,False,92359114,0,True,False,1,40.3860196,-3.7113924,Madrid,Moscardo,sale,0,85000.00,0,0.00,90000.00,0,1,89900.00,85000.00,0,1574.00,1768.00,-11.00,1889.00,-16.70,Madrid,2.00,54.00,"(50, 60]",good,flat,"Moscardo, Madrid","Piso en ENRIQUE FUENTES, 17",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92359114/"", ""https://www.idealista.com/inmueble/92359114/"")",2021-01-18
MANOLA Y ROSARIO,1.00,Fl55Ex1b,Villaverde,40-V1,2,alt,False,False,91889578,0,True,False,1,40.3445291,-3.7115155,Madrid,San Andres,sale,0,80000.00,0,0.00,88750.00,0,1,89950.00,80000.00,0,1429.00,1428.00,0.10,1458.00,-2.00,Madrid,2.00,56.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso en MANOLA Y ROSARIO,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91889578/"", ""https://www.idealista.com/inmueble/91889578/"")",2021-01-18
Calle Tantalo,1.00,Fl65Ex1b,Villaverde,v32-20,2,alt,False,False,91907610,0,True,False,1,40.3545078,-3.6816258,Madrid,Butarque,sale,0,89500.00,0,0.00,88750.00,0,1,89500.00,89500.00,0,1377.00,1428.00,-3.60,1571.00,-12.30,Madrid,3.00,65.00,"(60, 70]",good,flat,"Butarque, Madrid",Piso en Calle Tantalo,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91907610/"", ""https://www.idealista.com/inmueble/91907610/"")",2021-01-18
Paseo ALBERTO PALACIOS,1.00,Fl65Ex1bLfBj,Villaverde,43-V1,bj,bj,True,False,92185862,0,True,False,1,40.3443221,-3.7136788,Madrid,San Andres,sale,0,95000.00,0,0.00,88750.00,0,1,89950.00,95000.00,0,1397.00,1428.00,-2.20,1458.00,-4.20,Madrid,3.00,68.00,"(60, 70]",good,flat,"San Andres, Madrid",Piso en Paseo ALBERTO PALACIOS,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92185862/"", ""https://www.idealista.com/inmueble/92185862/"")",2021-01-18
barrio Palacio,1.00,Fl15In1b,Centro,VI-000-020-717-274,0,alt,False,False,92304892,0,False,False,1,40.4078169,-3.7117318,Madrid,Palacio,sale,0,94000.00,0,0.00,94999.50,0,1,96500.00,94000.00,0,6714.00,4475.00,50.00,5607.00,19.70,Madrid,1.00,14.00,"(10, 20]",good,flat,"Palacio, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92304892/"", ""https://www.idealista.com/inmueble/92304892/"")",2021-01-18
Calle de Godella,1.00,Fl55Ex1b,Villaverde,0,1,alt,False,False,88190002,0,True,False,1,40.3423272,-3.6866107,Madrid,San Cristobal,sale,0,68260.00,0,0.00,88750.00,0,1,84900.00,68260.00,0,1138.00,1428.00,-20.30,1286.00,-11.50,Madrid,2.00,60.00,"(50, 60]",good,flat,"San Cristobal, Madrid",Piso en Calle de Godella,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88190002/"", ""https://www.idealista.com/inmueble/88190002/"")",2021-01-18
"Calle Gomez Acebo, 6 -8",1.00,Fl45Ex1b,Villaverde,UE1063286/1,1,alt,False,False,91183173,0,True,False,1,40.3429423,-3.7083726,Madrid,San Andres,sale,0,88000.00,0,0.00,88750.00,0,1,89950.00,88000.00,0,1760.00,1428.00,23.20,1458.00,20.70,Madrid,2.00,50.00,"(40, 50]",good,flat,"San Andres, Madrid","Piso en Calle Gomez Acebo, 6 -8",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91183173/"", ""https://www.idealista.com/inmueble/91183173/"")",2021-01-18
Calle Emilia Ballester,1.00,Fl55Ex1b,Villaverde,0,3,alt,False,False,92095290,0,True,False,1,40.3434744,-3.7133324,Madrid,San Andres,sale,0,84990.00,0,0.00,88750.00,0,1,89950.00,84990.00,0,1545.00,1428.00,8.20,1458.00,6.00,Madrid,2.00,55.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso en Calle Emilia Ballester,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92095290/"", ""https://www.idealista.com/inmueble/92095290/"")",2021-01-18
Paseo de las Acacias,1.00,Fl15In1bLf,Arganzuela,ACA707,1,alt,True,False,89878021,0,False,False,1,40.4024745,-3.7050978,Madrid,Acacias,sale,0,99000.00,0,0.00,99000.00,0,1,99000.00,99000.00,0,5500.00,5500.00,0.00,5500.00,0.00,Madrid,1.00,18.00,"(10, 20]",good,flat,"Acacias, Madrid",Piso en Paseo de las Acacias,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89878021/"", ""https://www.idealista.com/inmueble/89878021/"")",2021-01-18
Calle Diamante,1.00,Fl65Ex1b,Villaverde,V37-20,1,alt,False,False,91942420,0,True,False,1,40.3511992,-3.6846571,Madrid,Los Rosales,sale,0,99000.00,0,0.00,88750.00,0,1,90750.00,99000.00,0,1523.00,1428.00,6.70,1565.50,-2.70,Madrid,2.00,65.00,"(60, 70]",good,flat,"Los Rosales, Madrid",Piso en Calle Diamante,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91942420/"", ""https://www.idealista.com/inmueble/91942420/"")",2021-01-18
Calle de Marcelo Usera,1.00,Fl65Ex1bLfBj,Usera,0,bj,bj,True,False,90405804,0,True,False,1,40.3830735,-3.7122951,Madrid,Zofio,sale,0,89900.00,0,0.00,90000.00,0,1,82000.00,89900.00,0,1474.00,1768.00,-16.60,1605.00,-8.20,Madrid,1.00,61.00,"(60, 70]",good,flat,"Zofio, Madrid",Piso en Calle de Marcelo Usera,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90405804/"", ""https://www.idealista.com/inmueble/90405804/"")",2021-01-18
"Plaza de Cazador, 4",1.00,Fl75Ex1b,Carabanchel,UE1062544/1,4,alt,False,False,84551833,0,True,False,1,40.3772507,-3.7335454,Madrid,Abrantes,sale,0,79000.00,0,0.00,95000.00,0,1,95900.00,79000.00,0,1113.00,1778.00,-37.40,1743.00,-36.10,Madrid,3.00,71.00,"(70, 80]",good,flat,"Abrantes, Madrid","Piso en Plaza de Cazador, 4",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/84551833/"", ""https://www.idealista.com/inmueble/84551833/"")",2021-01-18
Calle del Doctor Bellido,1.00,Fl45Ex1b,Puente de Vallecas,ENT279,2,alt,False,False,90843059,0,True,False,1,40.3840298,-3.6687289,Madrid,San Diego,sale,0,89000.00,0,0.00,90000.00,0,1,89700.00,89000.00,0,1854.00,1659.00,11.80,1716.00,8.00,Madrid,2.00,48.00,"(40, 50]",good,flat,"San Diego, Madrid",Piso en Calle del Doctor Bellido,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90843059/"", ""https://www.idealista.com/inmueble/90843059/"")",2021-01-18
barrio Simancas,1.00,Fl45Ex1bLfBj,San Blas,3469-01349,bj,bj,True,False,89991344,0,True,False,1,40.4285118,-3.6221894,Madrid,Simancas,sale,0,98450.00,0,0.00,95000.00,0,1,89900.00,98450.00,0,2238.00,1827.00,22.50,2140.00,4.60,Madrid,2.00,44.00,"(40, 50]",good,flat,"Simancas, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89991344/"", ""https://www.idealista.com/inmueble/89991344/"")",2021-01-18
Calle del Doctor Lozano,1.00,Fl55Ex1bLf,Puente de Vallecas,Dr.Lozano,1,alt,True,False,92347688,0,True,False,1,40.4043571,-3.6626463,Madrid,Numancia,sale,0,99900.00,0,0.00,90000.00,0,1,92500.00,99900.00,0,1665.00,1659.00,0.40,1682.50,-1.00,Madrid,2.00,60.00,"(50, 60]",good,flat,"Numancia, Madrid",Piso en Calle del Doctor Lozano,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92347688/"", ""https://www.idealista.com/inmueble/92347688/"")",2021-01-18
Santa Maria Reina,1.00,Fl45Ex1b,Usera,3250-04233,1,alt,False,False,91920953,0,True,False,1,40.3711186,-3.6983489,Madrid,12 de Octubre-Orcasur,sale,0,90000.00,0,0.00,90000.00,0,1,90000.00,90000.00,0,2143.00,1768.00,21.20,2143.00,0.00,Madrid,1.00,42.00,"(40, 50]",good,flat,"12 de Octubre-Orcasur, Madrid",Piso en Santa Maria Reina,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91920953/"", ""https://www.idealista.com/inmueble/91920953/"")",2021-01-18
"jeronimo iborra, 11",1.00,Fl25Ex1bBj,Carabanchel,JERONIMO IBORRA,bj,bj,False,False,92318053,0,True,False,1,40.3745716,-3.7503729,Madrid,Buena Vista,sale,0,82800.00,0,0.00,95000.00,0,1,90000.00,82800.00,0,3312.00,1778.00,86.30,1900.00,74.30,Madrid,1.00,25.00,"(20, 30]",good,flat,"Buena Vista, Madrid","Piso en jeronimo iborra, 11",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92318053/"", ""https://www.idealista.com/inmueble/92318053/"")",2021-01-18
Calle Helena de Troya,1.00,Fl55Ex1bBj,Vicalvaro,mdat8,bj,bj,False,False,92140878,0,True,False,1,40.4025759,-3.6008491,Madrid,Ambroz,sale,0,83000.00,0,0.00,96250.00,0,1,94000.00,83000.00,0,1509.00,1579.50,-4.50,1650.00,-8.50,Madrid,1.00,55.00,"(50, 60]",good,flat,"Ambroz, Madrid",Piso en Calle Helena de Troya,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92140878/"", ""https://www.idealista.com/inmueble/92140878/"")",2021-01-18
Calle Milmarcos,1.00,Fl45Ex1b,Villa de Vallecas,CNI744,2,alt,False,False,88902746,0,True,False,1,40.3744023,-3.6181754,Madrid,Casco Historico de Vallecas,sale,0,99900.00,0,0.00,97000.00,0,1,97500.00,99900.00,0,1998.00,1850.00,8.00,1881.50,6.20,Madrid,2.00,50.00,"(40, 50]",good,flat,"Casco Historico de Vallecas, Madrid",Piso en Calle Milmarcos,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88902746/"", ""https://www.idealista.com/inmueble/88902746/"")",2021-01-18
Calle Mirto,1.00,Fl25In1bBj,Tetuan,3469-01358,bj,bj,False,False,90096869,0,False,False,1,40.4661402,-3.6970587,Madrid,Valdeacederas,sale,0,89000.00,0,0.00,91200.00,0,1,93500.00,89000.00,0,4045.00,3030.00,33.50,3247.50,24.60,Madrid,0.00,22.00,"(20, 30]",good,studio,"Valdeacederas, Madrid",Estudio en Calle Mirto,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90096869/"", ""https://www.idealista.com/inmueble/90096869/"")",2021-01-18
Paseo de la Direccion,1.00,Fl35Ex1bBj,Tetuan,001/001/005199,bj,bj,False,False,90986466,0,True,False,1,40.4598718,-3.710703,Madrid,Berruguete,sale,0,98000.00,0,0.00,91200.00,0,1,89500.00,98000.00,0,2970.00,3030.00,-2.00,3145.00,-5.60,Madrid,1.00,33.00,"(30, 40]",good,flat,"Berruguete, Madrid",Piso en Paseo de la Direccion,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90986466/"", ""https://www.idealista.com/inmueble/90986466/"")",2021-01-18
Calle Allariz,1.00,Fl55Ex1bBj,Carabanchel,30525,bj,bj,False,False,92351029,0,True,False,1,40.3669808,-3.7564012,Madrid,Buena Vista,sale,0,95999.00,0,0.00,95000.00,0,1,90000.00,95999.00,0,1778.00,1778.00,0.00,1900.00,-6.40,Madrid,1.00,54.00,"(50, 60]",good,flat,"Buena Vista, Madrid",Piso en Calle Allariz,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92351029/"", ""https://www.idealista.com/inmueble/92351029/"")",2021-01-18
Virgen de los remedios,1.00,Fl45Ex1bLf,Villa de Vallecas,PABLO CARRERAS,en,alt,True,False,91763293,0,True,False,1,40.3728816,-3.623923,Madrid,Casco Historico de Vallecas,sale,0,99900.00,0,0.00,97000.00,0,1,97500.00,99900.00,0,2039.00,1850.00,10.20,1881.50,8.40,Madrid,1.00,49.00,"(40, 50]",good,flat,"Casco Historico de Vallecas, Madrid",Piso en Virgen de los remedios,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91763293/"", ""https://www.idealista.com/inmueble/91763293/"")",2021-01-18
Calle Helena de Troya,1.00,Fl55Ex1b,Vicalvaro,mdat8,4,alt,False,False,92132006,0,True,False,1,40.4062759,-3.5999491,Madrid,Ambroz,sale,0,99000.00,0,0.00,96250.00,0,1,94000.00,99000.00,0,1650.00,1579.50,4.50,1650.00,0.00,Madrid,3.00,60.00,"(50, 60]",good,flat,"Ambroz, Madrid",Piso en Calle Helena de Troya,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92132006/"", ""https://www.idealista.com/inmueble/92132006/"")",2021-01-18
Calle Burjasot,1.00,Fl65Ex1bLf,Villaverde,burja1320,5,alt,True,False,92239987,0,True,False,1,40.3470805,-3.6918758,Madrid,San Cristobal,sale,0,84900.00,0,0.00,88750.00,0,1,84900.00,84900.00,0,1213.00,1428.00,-15.10,1286.00,-5.70,Madrid,3.00,70.00,"(60, 70]",good,flat,"San Cristobal, Madrid",Piso en Calle Burjasot,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92239987/"", ""https://www.idealista.com/inmueble/92239987/"")",2021-01-18
Calle de Godella,1.00,Fl55Ex1b,Villaverde,0,1,alt,False,False,90847710,0,True,False,1,40.3437188,-3.6889345000000002,Madrid,San Cristobal,sale,0,99900.00,0,0.00,88750.00,0,1,84900.00,99900.00,0,1665.00,1428.00,16.60,1286.00,29.50,Madrid,2.00,60.00,"(50, 60]",good,flat,"San Cristobal, Madrid",Piso en Calle de Godella,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90847710/"", ""https://www.idealista.com/inmueble/90847710/"")",2021-01-18
ALFREDO CASTRO CAMBA,1.00,Fl55Ex1b,Puente de Vallecas,ID00271P,3,alt,False,False,91560104,1,True,False,0,40.3872561,-3.671205,Madrid,San Diego,sale,0,89900.00,0,0.00,90000.00,0,1,89700.00,0.00,0,1524.00,1659.00,-8.10,1716.00,-11.20,Madrid,2.00,59.00,"(50, 60]",good,penthouse,"San Diego, Madrid",Atico en ALFREDO CASTRO CAMBA,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91560104/"", ""https://www.idealista.com/inmueble/91560104/"")",2021-01-18
Calle Ambrosio Vallejo,1.00,Fl25In1bBj,Tetuan,0875189C,bj,bj,False,True,91711467,0,False,False,1,40.4556979,-3.7077938,Madrid,Berruguete,sale,0,98500.00,0,0.00,91200.00,0,1,89500.00,98500.00,0,3788.00,3030.00,25.00,3145.00,20.40,Madrid,1.00,26.00,"(20, 30]",good,flat,"Berruguete, Madrid",Piso en Calle Ambrosio Vallejo,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91711467/"", ""https://www.idealista.com/inmueble/91711467/"")",2021-01-18
barrio San Andres,1.00,Fl55Ex1bLf,Villaverde,858,1,alt,True,False,92332450,0,True,False,1,40.3462408,-3.7109698,Madrid,San Andres,sale,0,94900.00,0,0.00,88750.00,0,1,89950.00,94900.00,0,1582.00,1428.00,10.80,1458.00,8.50,Madrid,2.00,60.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92332450/"", ""https://www.idealista.com/inmueble/92332450/"")",2021-01-18
barrio San Andres,1.00,Fl55Ex1bLf,Villaverde,818,1,alt,True,False,92363203,0,True,False,1,40.3456324,-3.7115995,Madrid,San Andres,sale,0,99900.00,0,0.00,88750.00,0,1,89950.00,99900.00,0,1665.00,1428.00,16.60,1458.00,14.20,Madrid,2.00,60.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92363203/"", ""https://www.idealista.com/inmueble/92363203/"")",2021-01-18
barrio Zofio,1.00,Fl55In1b,Usera,VI-000-020-715-211,0,alt,False,False,89969887,0,False,False,1,40.3815063,-3.7155978,Madrid,Zofio,sale,0,99000.00,0,0.00,90000.00,0,1,82000.00,99000.00,0,1768.00,1768.00,0.00,1605.00,10.20,Madrid,2.00,56.00,"(50, 60]",good,flat,"Zofio, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89969887/"", ""https://www.idealista.com/inmueble/89969887/"")",2021-01-18
"puerto lumbreras, 26",1.00,Fl65Ex1b,Villa de Vallecas,PUERTO LUMBRERAS,1,alt,False,False,92204536,0,True,False,1,40.3814017,-3.6191376,Madrid,Casco Historico de Vallecas,sale,0,98000.00,0,0.00,97000.00,0,1,97500.00,98000.00,0,1581.00,1850.00,-14.50,1881.50,-16.00,Madrid,3.00,62.00,"(60, 70]",good,flat,"Casco Historico de Vallecas, Madrid","Piso en puerto lumbreras, 26",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92204536/"", ""https://www.idealista.com/inmueble/92204536/"")",2021-01-18
barrio Aguilas,1.00,Fl65Ex1bLf,Latina,EM-FL,7,alt,True,False,91038534,0,True,False,1,40.3836699,-3.7830449,Madrid,Aguilas,sale,0,95900.00,0,0.00,95000.00,0,1,91000.00,95900.00,0,1572.00,1907.00,-17.60,1572.00,0.00,Madrid,2.00,61.00,"(60, 70]",good,flat,"Aguilas, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91038534/"", ""https://www.idealista.com/inmueble/91038534/"")",2021-01-18
