Zone,Type,Is_New,Is_Ext,Has_Lift,Has_Parking,Bathrooms,Size_Interval,Floor,Offers,Price_m2_med,Price_m2_mean,Price_med,Price_mean,Rooms_med,Year,Month,Week,Category,Zone_Catg
Palacio,flat,False,False,False,False,2,"(10, 20]",bj,1,5000,5000,100000,100000,0.00,2021,M01,W02,"flat_False_False_False_False_2_(10, 20]_bj","Palacio flat_False_False_False_False_2_(10, 20]_bj"
Palacio,flat,False,False,False,False,1,"(10, 20]",bj,1,5263,5263,100000,100000,2.00,2021,M01,W02,"flat_False_False_False_False_1_(10, 20]_bj","Palacio flat_False_False_False_False_1_(10, 20]_bj"
Palacio,flat,False,False,False,False,1,"(10, 20]",int,1,6714,6714,94000,94000,1.00,2021,M01,W02,"flat_False_False_False_False_1_(10, 20]_int","Palacio flat_False_False_False_False_1_(10, 20]_int"
Orcasitas,flat,False,True,False,False,1,"(60, 70]",bj,1,1439,1439,95000,95000,3.00,2021,M01,W02,fe65b1bj,Orcasitas fe65b1bj
Opañel,flat,False,True,False,False,1,"(60, 70]",int,1,1500,1500,99000,99000,2.00,2021,M01,W02,fe65b1,Opañel fe65b1
Opañel,flat,False,True,False,False,1,"(40, 50]",int,1,1900,1900,95000,95000,2.00,2021,M01,W02,fe45b1,Opañel fe45b1
Numancia,flat,False,True,False,False,1,"(80, 90]",bj,1,1060,1060,89000,89000,0.00,2021,M01,W02,"flat_False_True_False_False_1_(80, 90]_bj","Numancia flat_False_True_False_False_1_(80, 90]_bj"
Numancia,flat,False,True,False,False,1,"(70, 80]",int,1,1338,1338,99000,99000,3.00,2021,M01,W02,fe75b1,Numancia fe75b1
Numancia,flat,False,True,False,False,1,"(20, 30]",int,1,2593,2593,70000,70000,1.00,2021,M01,W02,fe25b1,Numancia fe25b1
Entrevias,flat,False,True,True,False,1,"(50, 60]",int,1,1636,1636,90000,90000,1.00,2021,M01,W02,fe55b1lf,Entrevias fe55b1lf
Numancia,flat,False,True,True,False,1,"(50, 60]",bj,1,1633,1633,98000,98000,2.00,2021,M01,W02,"flat_False_True_True_False_1_(50, 60]_bj","Numancia flat_False_True_True_False_1_(50, 60]_bj"
Numancia,flat,False,False,False,False,1,"(70, 80]",int,1,1234,1234,95000,95000,3.00,2021,M01,W02,f75b1,Numancia f75b1
Numancia,flat,False,False,False,False,1,"(60, 70]",int,1,1431,1431,93000,93000,1.00,2021,M01,W02,f65b1,Numancia f65b1
Numancia,flat,False,False,False,False,1,"(50, 60]",int,1,1686,1686,99500,99500,3.00,2021,M01,W02,f55b1,Numancia f55b1
Numancia,flat,False,False,False,False,1,"(40, 50]",int,1,1527,1527,70250,70250,2.00,2021,M01,W02,f45b1,Numancia f45b1
Numancia,flat,False,False,False,False,1,"(30, 40]",bj,1,2257,2257,79000,79000,1.00,2021,M01,W02,f35b1bj,Numancia f35b1bj
Numancia,flat,False,False,False,False,1,"(20, 30]",bj,1,2263,2263,67900,67900,1.00,2021,M01,W02,f25b1bj,Numancia f25b1bj
Numancia,flat,False,False,False,False,1,"(60, 70]",int,1,1613,1613,100000,100000,3.00,2021,M01,W02,f65b1,Numancia f65b1
Palacio,flat,False,True,False,False,1,"(20, 30]",bj,1,4500,4500,99000,99000,1.00,2021,M01,W02,fe25b1bj,Palacio fe25b1bj
Palomeras Bajas,flat,False,False,False,False,1,"(50, 60]",int,1,1375,1375,77000,77000,3.00,2021,M01,W02,f55b1,Palomeras Bajas f55b1
Palomeras Bajas,flat,False,False,True,False,1,"(50, 60]",bj,1,1638,1638,95000,95000,3.00,2021,M01,W02,"flat_False_False_True_False_1_(50, 60]_bj","Palomeras Bajas flat_False_False_True_False_1_(50, 60]_bj"
Palomeras Bajas,flat,False,False,False,False,1,"(30, 40]",bj,1,3000,3000,99000,99000,0.00,2021,M01,W02,f35b1bj,Palomeras Bajas f35b1bj
Pilar,flat,False,True,True,False,1,"(20, 30]",int,1,3827,3827,99500,99500,0.00,2021,M01,W02,fe25b1lf,Pilar fe25b1lf
Palos de Moguer,flat,False,False,False,False,1,"(30, 40]",int,1,2632,2632,100000,100000,0.00,2021,M01,W02,f35b1,Palos de Moguer f35b1
Palomeras sureste,flat,False,True,False,False,1,"(30, 40]",bj,1,1919,1919,71000,71000,1.00,2021,M01,W02,fe35b1bj,Palomeras sureste fe35b1bj
Palomeras sureste,flat,False,True,True,False,1,"(50, 60]",int,1,1417,1417,85000,85000,2.00,2021,M01,W02,fe55b1lf,Palomeras sureste fe55b1lf
Palomeras sureste,flat,False,True,False,False,1,"(20, 30]",int,1,2160,2160,64800,64800,1.00,2021,M01,W02,fe25b1,Palomeras sureste fe25b1
Palomeras sureste,flat,False,False,False,False,1,"(60, 70]",int,1,1508,1508,98000,98000,3.00,2021,M01,W02,f65b1,Palomeras sureste f65b1
Palomeras sureste,flat,False,False,False,False,1,"(50, 60]",int,1,1550,1550,89900,89900,2.00,2021,M01,W02,f55b1,Palomeras sureste f55b1
Palomeras sureste,flat,False,False,False,False,1,"(20, 30]",int,1,2333,2333,70000,70000,1.00,2021,M01,W02,f25b1,Palomeras sureste f25b1
Palomeras Bajas,flat,False,True,False,False,2,"(40, 50]",int,1,1838,1838,91900,91900,1.00,2021,M01,W02,"flat_False_True_False_False_2_(40, 50]_int","Palomeras Bajas flat_False_True_False_False_2_(40, 50]_int"
Palomeras Bajas,flat,False,True,False,False,1,"(70, 80]",bj,1,792,792,61000,61000,3.00,2021,M01,W02,fe75b1bj,Palomeras Bajas fe75b1bj
Palomeras Bajas,flat,False,True,False,False,1,"(30, 40]",bj,1,1969,1969,63000,63000,2.00,2021,M01,W02,fe35b1bj,Palomeras Bajas fe35b1bj
Palomeras Bajas,flat,False,True,True,False,1,"(40, 50]",int,1,2063,2063,99000,99000,3.00,2021,M01,W02,fe45b1lf,Palomeras Bajas fe45b1lf
Palomeras Bajas,flat,False,True,True,False,1,"(40, 50]",bj,1,1913,1913,88000,88000,0.00,2021,M01,W02,"flat_False_True_True_False_1_(40, 50]_bj","Palomeras Bajas flat_False_True_True_False_1_(40, 50]_bj"
Palomeras Bajas,flat,False,False,False,False,2,"(90, 100]",bj,1,957,957,91907,91907,1.00,2021,M01,W02,"flat_False_False_False_False_2_(90, 100]_bj","Palomeras Bajas flat_False_False_False_False_2_(90, 100]_bj"
Palomeras Bajas,flat,False,False,False,False,1,"(60, 70]",int,1,1154,1154,75000,75000,3.00,2021,M01,W02,f65b1,Palomeras Bajas f65b1
Palomeras Bajas,flat,False,False,False,False,1,"(50, 60]",int,1,1511,1511,84600,84600,2.00,2021,M01,W02,f55b1,Palomeras Bajas f55b1
Palomeras Bajas,flat,False,False,False,False,1,"(40, 50]",int,1,1890,1890,94500,94500,2.00,2021,M01,W02,f45b1,Palomeras Bajas f45b1
Numancia,flat,False,False,False,False,1,"(60, 70]",bj,1,1431,1431,93000,93000,2.00,2021,M01,W02,f65b1bj,Numancia f65b1bj
Numancia,chalet,False,False,False,False,1,"(50, 60]",bj,1,1296,1296,70000,70000,2.00,2021,M01,W02,"chalet_False_False_False_False_1_(50, 60]_bj","Numancia chalet_False_False_False_False_1_(50, 60]_bj"
Moscardo,flat,False,True,True,False,1,"(50, 60]",int,1,1809,1809,99500,99500,2.00,2021,M01,W02,fe55b1lf,Moscardo fe55b1lf
Los Carmenes,flat,False,False,False,False,1,"(40, 50]",int,1,1951,1951,91700,91700,2.00,2021,M01,W02,f45b1,Los Carmenes f45b1
Los Angeles,flat,False,True,False,False,1,"(70, 80]",int,1,1332,1332,99900,99900,3.00,2021,M01,W02,fe75b1,Los Angeles fe75b1
Los Angeles,flat,False,True,False,False,1,"(50, 60]",bj,1,1664,1664,99840,99840,3.00,2021,M01,W02,fe55b1bj,Los Angeles fe55b1bj
Lavapies-Embajadores,flat,False,True,False,False,1,"(40, 50]",bj,1,2020,2020,99000,99000,1.00,2021,M01,W02,fe45b1bj,Lavapies-Embajadores fe45b1bj
Lavapies-Embajadores,flat,False,True,True,False,1,"(10, 20]",int,1,4450,4450,89000,89000,1.00,2021,M01,W02,"flat_False_True_True_False_1_(10, 20]_int","Lavapies-Embajadores flat_False_True_True_False_1_(10, 20]_int"
Lavapies-Embajadores,flat,False,False,False,False,1,"(20, 30]",bj,1,3000,3000,78000,78000,1.00,2021,M01,W02,f25b1bj,Lavapies-Embajadores f25b1bj
Lavapies-Embajadores,flat,False,False,True,False,1,"(70, 80]",int,1,1254,1254,89000,89000,2.00,2021,M01,W02,"flat_False_False_True_False_1_(70, 80]_int","Lavapies-Embajadores flat_False_False_True_False_1_(70, 80]_int"
Lavapies-Embajadores,flat,False,False,True,False,1,"(30, 40]",bj,1,3194,3194,99000,99000,1.00,2021,M01,W02,"flat_False_False_True_False_1_(30, 40]_bj","Lavapies-Embajadores flat_False_False_True_False_1_(30, 40]_bj"
Lavapies-Embajadores,flat,False,False,True,False,1,"(20, 30]",bj,1,3300,3300,99000,99000,2.00,2021,M01,W02,"flat_False_False_True_False_1_(20, 30]_bj","Lavapies-Embajadores flat_False_False_True_False_1_(20, 30]_bj"
Lavapies-Embajadores,flat,False,False,False,False,1,"(20, 30]",int,1,3560,3560,89000,89000,0.00,2021,M01,W02,f25b1,Lavapies-Embajadores f25b1
Hellin,flat,False,True,False,False,1,"(50, 60]",bj,1,1754,1754,100000,100000,3.00,2021,M01,W02,fe55b1bj,Hellin fe55b1bj
Hellin,flat,False,False,False,False,1,"(50, 60]",int,1,1753,1753,99900,99900,3.00,2021,M01,W02,f55b1,Hellin f55b1
Hellin,flat,False,False,False,False,1,"(40, 50]",int,1,1918,1918,94000,94000,2.00,2021,M01,W02,f45b1,Hellin f45b1
Hellin,flat,False,False,False,False,1,"(40, 50]",int,1,2063,2063,99000,99000,2.00,2021,M01,W02,f45b1,Hellin f45b1
Fuente del Berro,flat,False,True,True,False,1,"(20, 30]",int,1,4318,4318,95000,95000,0.00,2021,M01,W02,fe25b1lf,Fuente del Berro fe25b1lf
Entrevias,flat,False,True,False,False,1,"(80, 90]",int,1,1102,1102,97000,97000,3.00,2021,M01,W02,fe85b1,Entrevias fe85b1
Entrevias,flat,False,True,False,False,1,"(60, 70]",bj,1,1446,1446,94000,94000,2.00,2021,M01,W02,fe65b1bj,Entrevias fe65b1bj
Entrevias,flat,False,True,True,False,2,"(70, 80]",int,1,1139,1139,90000,90000,3.00,2021,M01,W02,"flat_False_True_True_False_2_(70, 80]_int","Entrevias flat_False_True_True_False_2_(70, 80]_int"
Los Angeles,flat,False,True,False,False,1,"(80, 90]",int,1,1110,1110,99900,99900,3.00,2021,M01,W02,fe85b1,Los Angeles fe85b1
Los Carmenes,flat,False,True,True,False,1,"(30, 40]",int,1,2708,2708,97500,97500,0.00,2021,M01,W02,fe35b1lf,Los Carmenes fe35b1lf
Moscardo,flat,False,True,True,False,1,"(40, 50]",int,1,2302,2302,99000,99000,2.00,2021,M01,W02,fe45b1lf,Moscardo fe45b1lf
Los Carmenes,flat,False,True,True,False,1,"(70, 80]",int,1,1236,1236,89000,89000,2.00,2021,M01,W02,fe75b1lf,Los Carmenes fe75b1lf
Moscardo,flat,False,False,False,False,1,"(40, 50]",int,1,1889,1889,85000,85000,2.00,2021,M01,W02,f45b1,Moscardo f45b1
Malasaña-Universidad,flat,False,True,False,False,1,"(10, 20]",bj,1,4250,4250,85000,85000,0.00,2021,M01,W02,"flat_False_True_False_False_1_(10, 20]_bj","Malasaña-Universidad flat_False_True_False_False_1_(10, 20]_bj"
Malasaña-Universidad,flat,False,False,False,False,1,"(10, 20]",bj,1,4200,4200,63000,63000,0.00,2021,M01,W02,"flat_False_False_False_False_1_(10, 20]_bj","Malasaña-Universidad flat_False_False_False_False_1_(10, 20]_bj"
Lucero,flat,False,True,False,False,1,"(70, 80]",bj,1,1253,1253,94000,94000,3.00,2021,M01,W02,fe75b1bj,Lucero fe75b1bj
Lucero,flat,False,True,False,False,1,"(40, 50]",bj,1,2321,2321,97500,97500,1.00,2021,M01,W02,fe45b1bj,Lucero fe45b1bj
Lucero,flat,False,True,False,False,1,"(20, 30]",bj,1,3167,3167,95000,95000,1.00,2021,M01,W02,fe25b1bj,Lucero fe25b1bj
Lucero,flat,False,True,True,False,1,"(30, 40]",int,1,2595,2595,96000,96000,1.00,2021,M01,W02,fe35b1lf,Lucero fe35b1lf
Lucero,flat,False,False,False,False,2,"(50, 60]",int,1,1593,1593,94000,94000,1.00,2021,M01,W02,"flat_False_False_False_False_2_(50, 60]_int","Lucero flat_False_False_False_False_2_(50, 60]_int"
Lucero,flat,False,False,False,False,2,"(50, 60]",bj,1,1593,1593,94000,94000,0.00,2021,M01,W02,"flat_False_False_False_False_2_(50, 60]_bj","Lucero flat_False_False_False_False_2_(50, 60]_bj"
Lucero,flat,False,False,False,False,1,"(40, 50]",int,1,2321,2321,97500,97500,1.00,2021,M01,W02,f45b1,Lucero f45b1
Lucero,flat,False,False,False,False,1,"(40, 50]",int,1,2321,2321,97500,97500,1.00,2021,M01,W02,f45b1,Lucero f45b1
Los Rosales,flat,False,True,False,False,1,"(80, 90]",int,1,1124,1124,95500,95500,3.00,2021,M01,W02,fe85b1,Los Rosales fe85b1
Los Rosales,flat,False,True,False,False,1,"(60, 70]",bj,1,1094,1094,70000,70000,2.00,2021,M01,W02,fe65b1bj,Los Rosales fe65b1bj
Los Rosales,flat,False,True,True,False,1,"(60, 70]",int,1,1323,1323,86000,86000,2.00,2021,M01,W02,fe65b1lf,Los Rosales fe65b1lf
Los Rosales,flat,False,True,True,False,1,"(50, 60]",int,1,1415,1415,84900,84900,2.00,2021,M01,W02,fe55b1lf,Los Rosales fe55b1lf
Los Rosales,flat,False,False,False,False,1,"(40, 50]",int,1,1667,1667,80000,80000,2.00,2021,M01,W02,f45b1,Los Rosales f45b1
Los Rosales,flat,False,False,False,False,1,"(50, 60]",int,1,1150,1150,69000,69000,3.00,2021,M01,W02,f55b1,Los Rosales f55b1
Zofio,flat,False,True,False,False,1,"(70, 80]",int,1,958,958,68000,68000,2.00,2021,M01,W02,fe75b1,Zofio fe75b1
