Titulo,Segmento,Etiqueta,Periodo,Anyo,Valor,Unidad,Escala,Importe de hipotecas,Numero de hipotecas,Importe Medio
Hipotecas,Importe de hipotecas,,M11,2015,423549,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2015,503251,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2015,787570,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2015,479032,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2015,541120,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2015,618022,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2015,532311,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2015,446058,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2015,560793,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2015,636093,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2015,481229,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2014,459820,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2014,412548,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2014,432845,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2014,601007,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2014,418830,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2014,424230,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2014,449598,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2014,393650,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2014,319005,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2014,388601,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2014,472228,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2014,383726,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2013,289935,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2013,357093,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2013,350158,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2013,325284,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2013,264487,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2013,301273,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2013,341158,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2013,373236,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2013,350931,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2013,299583,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2013,561726,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2013,503370,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2012,350048,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2012,425491,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2012,331602,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2012,474449,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2012,459404,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2012,386238,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2012,598374,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2012,469606,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2012,427473,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2012,496789,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2012,529688,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2012,539911,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2011,489177,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2011,537931,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2011,403046,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2011,748734,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2011,510371,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2011,699192,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2011,636510,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2011,727680,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2011,525030,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2011,919421,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2011,1218232,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2011,945849,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2010,795773,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2010,837840,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2010,750402,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2010,1268924,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2010,1199753,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2010,1240634,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2010,1289504,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2010,1203486,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2010,1042394,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2010,1126668,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2010,1196281,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2010,1025407,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2009,1115798,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2009,1067878,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2009,986571,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2009,1418013,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2009,925956,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2009,1079366,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2009,1157662,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2009,1373992,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2009,888699,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2009,903765,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2009,956488,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2009,928865,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2008,1062656,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2008,965180,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2008,1455172,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2008,1557263,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2008,1367257,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2008,1782383,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2008,1546715,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2008,1679357,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2008,1875966,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2008,1613936,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2008,1736325,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2008,1688567,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2007,1249214,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2007,1874893,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2007,1980837,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2007,2547435,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2007,2108648,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2007,2375250,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2007,2351440,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2007,2461217,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2007,2134502,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2007,2609531,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2007,2428192,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2007,2722028,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2006,1836432,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2006,2119763,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2006,2487592,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2006,2579932,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2006,2141765,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2006,2323204,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2006,2810098,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2006,2904404,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2006,2263029,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2006,2688666,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2006,2690526,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2006,2491929,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2005,2285525,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2005,2316376,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2005,2221719,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2005,2727350,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2005,1864545,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2005,1845238,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2005,2579945,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2005,2176576,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2005,2436575,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2005,2449776,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2005,2280327,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2005,2186979,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2004,1607434,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2004,1774631,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2004,1805402,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2004,2198101,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2004,1682937,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2004,2077978,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2004,1998565,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2004,2029724,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2004,1792143,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2004,2143504,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2004,1995971,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2004,1929571,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2003,1348933,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2003,1641182,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2003,1807876,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2003,1868996,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2003,1337823,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2003,1533187,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2003,1696383,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2003,1366921,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2003,1174004,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2003,1234429,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2003,1439340,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2003,1328632,Euros,Miles,0,0,0
Hipotecas,Pivot Columns,,M01,2003,0,,,1328632000,11079,119923
Hipotecas,Pivot Columns,,M01,2004,0,,,1929571000,13707,140772
Hipotecas,Pivot Columns,,M01,2005,0,,,2186979000,13826,158178
Hipotecas,Pivot Columns,,M01,2006,0,,,2491929000,14355,173593
Hipotecas,Pivot Columns,,M01,2007,0,,,2722028000,13809,197119
Hipotecas,Pivot Columns,,M01,2008,0,,,1688567000,9241,182725
Hipotecas,Pivot Columns,,M01,2009,0,,,928865000,6031,154015
Hipotecas,Pivot Columns,,M01,2010,0,,,1025407000,7077,144892
Hipotecas,Pivot Columns,,M01,2011,0,,,945849000,6137,154122
Hipotecas,Pivot Columns,,M01,2012,0,,,539911000,3724,144981
Hipotecas,Pivot Columns,,M01,2013,0,,,503370000,3783,133061
Hipotecas,Pivot Columns,,M01,2014,0,,,383726000,2586,148385
Hipotecas,Pivot Columns,,M01,2015,0,,,481229000,3236,148711
Hipotecas,Pivot Columns,,M01,2016,0,,,587666000,4102,143263
Hipotecas,Pivot Columns,,M01,2017,0,,,770835000,5099,151173
Hipotecas,Pivot Columns,,M01,2018,0,,,909623000,5116,177799
Hipotecas,Pivot Columns,,M01,2019,0,,,1381857000,10552,130956
Hipotecas,Pivot Columns,,M01,2020,0,,,1231756000,8160,150950
Hipotecas,Pivot Columns,,M02,2003,0,,,1439340000,11403,126224
Hipotecas,Pivot Columns,,M02,2004,0,,,1995971000,13865,143957
Hipotecas,Pivot Columns,,M02,2005,0,,,2280327000,14088,161863
Hipotecas,Pivot Columns,,M02,2006,0,,,2690526000,15453,174110
Hipotecas,Pivot Columns,,M02,2007,0,,,2428192000,12398,195853
Hipotecas,Pivot Columns,,M02,2008,0,,,1736325000,9269,187326
Hipotecas,Pivot Columns,,M02,2009,0,,,956488000,6085,157187
Hipotecas,Pivot Columns,,M02,2010,0,,,1196281000,7927,150912
Hipotecas,Pivot Columns,,M02,2011,0,,,1218232000,7666,158913
Hipotecas,Pivot Columns,,M02,2012,0,,,529688000,3776,140277
Hipotecas,Pivot Columns,,M02,2013,0,,,561726000,3962,141778
Hipotecas,Pivot Columns,,M02,2014,0,,,472228000,3378,139795
Hipotecas,Pivot Columns,,M02,2015,0,,,636093000,4226,150518
Hipotecas,Pivot Columns,,M02,2016,0,,,687423000,4641,148119
Hipotecas,Pivot Columns,,M02,2017,0,,,737819000,4585,160920
Hipotecas,Pivot Columns,,M02,2018,0,,,923797000,5657,163301
Hipotecas,Pivot Columns,,M02,2019,0,,,983258000,6270,156819
Hipotecas,Pivot Columns,,M02,2020,0,,,1153141000,6600,174718
Hipotecas,Pivot Columns,,M03,2003,0,,,1234429000,10143,121702
Hipotecas,Pivot Columns,,M03,2004,0,,,2143504000,14537,147451
Hipotecas,Pivot Columns,,M03,2005,0,,,2449776000,13348,183531
Hipotecas,Pivot Columns,,M03,2006,0,,,2688666000,14795,181728
Hipotecas,Pivot Columns,,M03,2007,0,,,2609531000,13575,192230
Hipotecas,Pivot Columns,,M03,2008,0,,,1613936000,8954,180247
Hipotecas,Pivot Columns,,M03,2009,0,,,903765000,5764,156794
Hipotecas,Pivot Columns,,M03,2010,0,,,1126668000,7399,152273
Hipotecas,Pivot Columns,,M03,2011,0,,,919421000,5927,155124
Hipotecas,Pivot Columns,,M03,2012,0,,,496789000,3293,150862
Hipotecas,Pivot Columns,,M03,2013,0,,,299583000,2296,130480
Hipotecas,Pivot Columns,,M03,2014,0,,,388601000,2738,141928
Hipotecas,Pivot Columns,,M03,2015,0,,,560793000,4038,138878
Hipotecas,Pivot Columns,,M03,2016,0,,,604376000,4065,148677
Hipotecas,Pivot Columns,,M03,2017,0,,,776497000,4784,162311
Hipotecas,Pivot Columns,,M03,2018,0,,,798626000,4808,166103
Hipotecas,Pivot Columns,,M03,2019,0,,,1099386000,6260,175620
Hipotecas,Pivot Columns,,M03,2020,0,,,774683000,4417,175386
Hipotecas,Pivot Columns,,M04,2003,0,,,1174004000,9797,119833
Hipotecas,Pivot Columns,,M04,2004,0,,,1792143000,12440,144062
Hipotecas,Pivot Columns,,M04,2005,0,,,2436575000,14708,165663
Hipotecas,Pivot Columns,,M04,2006,0,,,2263029000,12439,181930
Hipotecas,Pivot Columns,,M04,2007,0,,,2134502000,10843,196855
Hipotecas,Pivot Columns,,M04,2008,0,,,1875966000,10532,178120
Hipotecas,Pivot Columns,,M04,2009,0,,,888699000,6642,133799
Hipotecas,Pivot Columns,,M04,2010,0,,,1042394000,7299,142813
Hipotecas,Pivot Columns,,M04,2011,0,,,525030000,3584,146492
Hipotecas,Pivot Columns,,M04,2012,0,,,427473000,3134,136398
Hipotecas,Pivot Columns,,M04,2013,0,,,350931000,2692,130360
Hipotecas,Pivot Columns,,M04,2014,0,,,319005000,2323,137324
Hipotecas,Pivot Columns,,M04,2015,0,,,446058000,3292,135497
Hipotecas,Pivot Columns,,M04,2016,0,,,571226000,3705,154177
Hipotecas,Pivot Columns,,M04,2017,0,,,587810000,3706,158610
Hipotecas,Pivot Columns,,M04,2018,0,,,1007416000,5996,168014
Hipotecas,Pivot Columns,,M04,2019,0,,,1039009000,5514,188431
Hipotecas,Pivot Columns,,M04,2020,0,,,700684000,3995,175390
Hipotecas,Pivot Columns,,M05,2003,0,,,1366921000,10544,129639
Hipotecas,Pivot Columns,,M05,2004,0,,,2029724000,14249,142446
Hipotecas,Pivot Columns,,M05,2005,0,,,2176576000,14306,152144
Hipotecas,Pivot Columns,,M05,2006,0,,,2904404000,15482,187598
Hipotecas,Pivot Columns,,M05,2007,0,,,2461217000,12833,191788
Hipotecas,Pivot Columns,,M05,2008,0,,,1679357000,9167,183195
Hipotecas,Pivot Columns,,M05,2009,0,,,1373992000,7542,182178
Hipotecas,Pivot Columns,,M05,2010,0,,,1203486000,8613,139729
Hipotecas,Pivot Columns,,M05,2011,0,,,727680000,5238,138923
Hipotecas,Pivot Columns,,M05,2012,0,,,469606000,3351,140139
Hipotecas,Pivot Columns,,M05,2013,0,,,373236000,2980,125246
Hipotecas,Pivot Columns,,M05,2014,0,,,393650000,2689,146392
Hipotecas,Pivot Columns,,M05,2015,0,,,532311000,3470,153403
Hipotecas,Pivot Columns,,M05,2016,0,,,637564000,4401,144867
Hipotecas,Pivot Columns,,M05,2017,0,,,747066000,5016,148936
Hipotecas,Pivot Columns,,M05,2018,0,,,901030000,5281,170617
Hipotecas,Pivot Columns,,M05,2019,0,,,991870000,5806,170835
Hipotecas,Pivot Columns,,M05,2020,0,,,886625000,4979,178072
Hipotecas,Pivot Columns,,M06,2003,0,,,1696383000,13145,129051
Hipotecas,Pivot Columns,,M06,2004,0,,,1998565000,13303,150234
Hipotecas,Pivot Columns,,M06,2005,0,,,2579945000,15727,164045
Hipotecas,Pivot Columns,,M06,2006,0,,,2810098000,15422,182213
Hipotecas,Pivot Columns,,M06,2007,0,,,2351440000,12089,194510
Hipotecas,Pivot Columns,,M06,2008,0,,,1546715000,8258,187298
Hipotecas,Pivot Columns,,M06,2009,0,,,1157662000,7493,154499
Hipotecas,Pivot Columns,,M06,2010,0,,,1289504000,8286,155624
Hipotecas,Pivot Columns,,M06,2011,0,,,636510000,4324,147203
Hipotecas,Pivot Columns,,M06,2012,0,,,598374000,3725,160637
Hipotecas,Pivot Columns,,M06,2013,0,,,341158000,2499,136517
Hipotecas,Pivot Columns,,M06,2014,0,,,449598000,3280,137072
Hipotecas,Pivot Columns,,M06,2015,0,,,618022000,4426,139634
Hipotecas,Pivot Columns,,M06,2016,0,,,615483000,4110,149752
Hipotecas,Pivot Columns,,M06,2017,0,,,973417000,5699,170804
Hipotecas,Pivot Columns,,M06,2018,0,,,1127463000,6226,181089
Hipotecas,Pivot Columns,,M06,2019,0,,,862432000,4941,174546
Hipotecas,Pivot Columns,,M06,2020,0,,,1011035000,5101,198203
Hipotecas,Pivot Columns,,M07,2003,0,,,1533187000,11493,133401
Hipotecas,Pivot Columns,,M07,2004,0,,,2077978000,13407,154992
Hipotecas,Pivot Columns,,M07,2005,0,,,1845238000,11455,161085
Hipotecas,Pivot Columns,,M07,2006,0,,,2323204000,12297,188924
Hipotecas,Pivot Columns,,M07,2007,0,,,2375250000,12091,196447
Hipotecas,Pivot Columns,,M07,2008,0,,,1782383000,10606,168054
Hipotecas,Pivot Columns,,M07,2009,0,,,1079366000,6994,154327
Hipotecas,Pivot Columns,,M07,2010,0,,,1240634000,7074,175379
Hipotecas,Pivot Columns,,M07,2011,0,,,699192000,4457,156875
Hipotecas,Pivot Columns,,M07,2012,0,,,386238000,3029,127513
Hipotecas,Pivot Columns,,M07,2013,0,,,301273000,2182,138071
Hipotecas,Pivot Columns,,M07,2014,0,,,424230000,3155,134462
Hipotecas,Pivot Columns,,M07,2015,0,,,541120000,3522,153639
Hipotecas,Pivot Columns,,M07,2016,0,,,485725000,2926,166003
Hipotecas,Pivot Columns,,M07,2017,0,,,759066000,4481,169396
Hipotecas,Pivot Columns,,M07,2018,0,,,940384000,5526,170174
Hipotecas,Pivot Columns,,M07,2019,0,,,944067000,5313,177690
Hipotecas,Pivot Columns,,M07,2020,0,,,733706000,3833,191418
Hipotecas,Pivot Columns,,M08,2003,0,,,1337823000,8621,155181
Hipotecas,Pivot Columns,,M08,2004,0,,,1682937000,10701,157269
Hipotecas,Pivot Columns,,M08,2005,0,,,1864545000,10372,179767
Hipotecas,Pivot Columns,,M08,2006,0,,,2141765000,11018,194387
Hipotecas,Pivot Columns,,M08,2007,0,,,2108648000,10110,208570
Hipotecas,Pivot Columns,,M08,2008,0,,,1367257000,7803,175221
Hipotecas,Pivot Columns,,M08,2009,0,,,925956000,6075,152420
Hipotecas,Pivot Columns,,M08,2010,0,,,1199753000,6946,172725
Hipotecas,Pivot Columns,,M08,2011,0,,,510371000,3483,146532
Hipotecas,Pivot Columns,,M08,2012,0,,,459404000,2946,155941
Hipotecas,Pivot Columns,,M08,2013,0,,,264487000,2090,126548
Hipotecas,Pivot Columns,,M08,2014,0,,,418830000,2534,165284
Hipotecas,Pivot Columns,,M08,2015,0,,,479032000,3372,142061
Hipotecas,Pivot Columns,,M08,2016,0,,,515247000,3128,164720
Hipotecas,Pivot Columns,,M08,2017,0,,,679264000,4391,154694
Hipotecas,Pivot Columns,,M08,2018,0,,,895088000,5140,174141
Hipotecas,Pivot Columns,,M08,2019,0,,,612507000,3256,188116
Hipotecas,Pivot Columns,,M08,2020,0,,,633116000,3059,206968
Hipotecas,Pivot Columns,,M09,2003,0,,,1868996000,12854,145401
Hipotecas,Pivot Columns,,M09,2004,0,,,2198101000,14233,154436
Hipotecas,Pivot Columns,,M09,2005,0,,,2727350000,16099,169411
Hipotecas,Pivot Columns,,M09,2006,0,,,2579932000,13714,188123
Hipotecas,Pivot Columns,,M09,2007,0,,,2547435000,13230,192549
Hipotecas,Pivot Columns,,M09,2008,0,,,1557263000,8911,174757
Hipotecas,Pivot Columns,,M09,2009,0,,,1418013000,8586,165154
Hipotecas,Pivot Columns,,M09,2010,0,,,1268924000,8128,156117
Hipotecas,Pivot Columns,,M09,2011,0,,,748734000,5149,145413
Hipotecas,Pivot Columns,,M09,2012,0,,,474449000,3472,136650
Hipotecas,Pivot Columns,,M09,2013,0,,,325284000,2491,130583
Hipotecas,Pivot Columns,,M09,2014,0,,,601007000,4051,148360
Hipotecas,Pivot Columns,,M09,2015,0,,,787570000,4924,159945
Hipotecas,Pivot Columns,,M09,2016,0,,,782218000,5288,147923
Hipotecas,Pivot Columns,,M09,2017,0,,,951658000,5698,167016
Hipotecas,Pivot Columns,,M09,2018,0,,,1280294000,6798,188333
Hipotecas,Pivot Columns,,M09,2019,0,,,951643000,4730,201193
Hipotecas,Pivot Columns,,M09,2020,0,,,1000588000,5077,197082
Hipotecas,Pivot Columns,,M10,2003,0,,,1807876000,12641,143016
Hipotecas,Pivot Columns,,M10,2004,0,,,1805402000,11410,158229
Hipotecas,Pivot Columns,,M10,2005,0,,,2221719000,13396,165849
Hipotecas,Pivot Columns,,M10,2006,0,,,2487592000,13459,184827
Hipotecas,Pivot Columns,,M10,2007,0,,,1980837000,9750,203162
Hipotecas,Pivot Columns,,M10,2008,0,,,1455172000,7755,187643
Hipotecas,Pivot Columns,,M10,2009,0,,,986571000,6848,144067
Hipotecas,Pivot Columns,,M10,2010,0,,,750402000,5763,130210
Hipotecas,Pivot Columns,,M10,2011,0,,,403046000,2742,146989
Hipotecas,Pivot Columns,,M10,2012,0,,,331602000,2545,130295
Hipotecas,Pivot Columns,,M10,2013,0,,,350158000,2573,136089
Hipotecas,Pivot Columns,,M10,2014,0,,,432845000,3137,137980
Hipotecas,Pivot Columns,,M10,2015,0,,,503251000,3039,165597
Hipotecas,Pivot Columns,,M10,2016,0,,,613707000,3938,155842
Hipotecas,Pivot Columns,,M10,2017,0,,,866656000,5136,168741
Hipotecas,Pivot Columns,,M10,2018,0,,,1068579000,5884,181607
Hipotecas,Pivot Columns,,M10,2019,0,,,924024000,5110,180826
Hipotecas,Pivot Columns,,M10,2020,0,,,1095079000,5504,198960
Hipotecas,Pivot Columns,,M11,2003,0,,,1641182000,11668,140656
Hipotecas,Pivot Columns,,M11,2004,0,,,1774631000,11648,152354
Hipotecas,Pivot Columns,,M11,2005,0,,,2316376000,13817,167646
Hipotecas,Pivot Columns,,M11,2006,0,,,2119763000,11367,186483
Hipotecas,Pivot Columns,,M11,2007,0,,,1874893000,9699,193307
Hipotecas,Pivot Columns,,M11,2008,0,,,965180000,5241,184159
Hipotecas,Pivot Columns,,M11,2009,0,,,1067878000,7071,151022
Hipotecas,Pivot Columns,,M11,2010,0,,,837840000,5263,159194
Hipotecas,Pivot Columns,,M11,2011,0,,,537931000,4170,129000
Hipotecas,Pivot Columns,,M11,2012,0,,,425491000,3278,129802
Hipotecas,Pivot Columns,,M11,2013,0,,,357093000,2383,149850
Hipotecas,Pivot Columns,,M11,2014,0,,,412548000,2690,153363
Hipotecas,Pivot Columns,,M11,2015,0,,,423549000,2845,148874
Hipotecas,Pivot Columns,,M11,2016,0,,,719553000,4657,154509
Hipotecas,Pivot Columns,,M11,2017,0,,,845987000,4668,181231
Hipotecas,Pivot Columns,,M11,2018,0,,,1077290000,5705,188832
Hipotecas,Pivot Columns,,M11,2019,0,,,1032582000,5766,179081
Hipotecas,Pivot Columns,,M12,2003,0,,,1348933000,9582,140777
Hipotecas,Pivot Columns,,M12,2004,0,,,1607434000,10166,158118
Hipotecas,Pivot Columns,,M12,2005,0,,,2285525000,12942,176597
Hipotecas,Pivot Columns,,M12,2006,0,,,1836432000,9763,188101
Hipotecas,Pivot Columns,,M12,2007,0,,,1249214000,6917,180600
Hipotecas,Pivot Columns,,M12,2008,0,,,1062656000,6021,176491
Hipotecas,Pivot Columns,,M12,2009,0,,,1115798000,6378,174944
Hipotecas,Pivot Columns,,M12,2010,0,,,795773000,5313,149778
