Titulo,Segmento,Etiqueta,Periodo,Anyo,Valor,Unidad,Escala,Importe de hipotecas,Numero de hipotecas,Importe Medio
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2018,5962,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2018,6346,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2018,5895,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2018,6330,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2018,6252,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2018,6132,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2018,6245,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2018,5430,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2018,5746,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2018,6056,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2017,4317,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2017,5347,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2017,5796,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2017,5680,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2017,5301,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2017,5648,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2017,6518,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2017,5762,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2017,4676,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2017,5390,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2017,4863,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2017,5228,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2016,3962,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2016,4309,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2016,3728,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2016,4428,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2016,4481,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2016,4254,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2016,5093,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2016,4485,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2016,4756,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2016,4545,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2016,4892,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2016,4445,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2015,3612,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2015,3373,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2015,3357,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2015,3890,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2015,3935,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2015,4267,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2015,4193,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2015,3636,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2015,3590,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2015,3808,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2015,4475,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2015,4422,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2014,3126,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2014,2806,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2014,3257,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2014,3268,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2014,2930,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2014,3687,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2014,3504,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2014,3117,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2014,3067,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2014,3649,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2014,3387,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2014,3849,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2013,2437,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2013,2374,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2013,2390,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2013,2369,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2013,2407,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2013,3039,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2013,2622,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2013,3341,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2013,2691,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2013,2738,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2013,4415,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2013,4211,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2012,2540,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2012,2918,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2012,2696,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2012,2945,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2012,3057,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2012,3081,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2012,2955,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2012,2729,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2012,2430,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2012,3048,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2012,3646,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2012,3647,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2011,2836,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2011,2593,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2011,2493,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2011,2760,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2011,2749,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2011,2876,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2011,3255,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2011,3348,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2011,2454,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2011,3661,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2011,6068,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2011,5162,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2010,3666,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2010,3360,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2010,2930,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2010,4796,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2010,5018,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2010,5042,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2010,4545,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2010,4747,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2010,4086,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2010,4450,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2010,5555,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2010,4208,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2009,3919,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2009,4290,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2009,3834,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2009,4429,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2009,3487,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2009,4475,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2009,3598,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2009,3621,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2009,3024,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2009,3418,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2009,3898,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2009,3719,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2008,3370,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2008,3397,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2008,3746,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2008,4421,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2008,3971,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2008,4586,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2008,5025,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2008,4606,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2008,5148,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2008,4831,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2008,5313,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2008,5574,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2007,4307,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2007,5489,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2007,5785,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2007,7175,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2007,6323,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2007,6827,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2007,7012,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2007,7193,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2007,6182,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2007,7568,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2007,7662,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2007,7555,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2020,523,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2020,576,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2020,313,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2020,272,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2020,267,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2020,237,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2020,224,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2020,281,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2020,351,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2020,447,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2019,398,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2019,385,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2019,478,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2019,347,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2019,298,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2019,393,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2019,462,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2019,451,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2019,426,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2019,515,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2019,849,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2019,629,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2018,547,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2018,644,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2018,401,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2018,531,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2018,417,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2018,654,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2018,542,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2018,491,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2018,432,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2018,487,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2018,479,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2018,560,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2017,462,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2017,393,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2017,483,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2017,527,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2017,471,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2017,502,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2017,665,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2017,468,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2017,441,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2017,495,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2017,490,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2017,489,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2016,323,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2016,376,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2016,405,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2016,1090,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2016,359,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2016,584,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2016,410,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2016,436,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2016,487,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2016,400,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2016,398,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2016,413,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2015,308,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2015,333,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2015,317,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2015,382,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2015,404,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2015,336,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2015,381,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2015,320,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2015,544,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2015,308,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2015,639,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2015,1055,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2014,349,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2014,300,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2014,364,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2014,313,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2014,258,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2014,313,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2014,345,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2014,284,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2014,291,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2014,349,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2014,378,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2014,1297,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2013,2351,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2013,177,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2013,247,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2013,163,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2013,220,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2013,249,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2013,284,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2013,292,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2013,300,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2013,521,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2013,1009,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2013,531,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2012,467,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2012,356,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2012,247,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2012,704,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2012,279,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2012,337,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2012,471,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2012,430,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2012,230,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2012,321,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2012,626,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2012,868,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2011,589,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2011,472,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2011,375,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2011,718,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2011,631,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2011,824,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2011,1059,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2011,1009,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2011,550,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2011,1072,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2011,1040,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2011,610,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2010,1001,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2010,466,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2010,463,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2010,824,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2010,678,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2010,887,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2010,386,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2010,445,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2010,374,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2010,757,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2010,1333,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2010,661,Vivienda,Unidad,0,0,0
